Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
129	7034381.0	266.0	3614996.0	51.39	281.0	2070158.0	2002639.0	2052389.0	6265.0	236.0	11268.0	0.62	0.04	2.77	0.04	2.25	160945.0	2.29	1419.0	0.02	0.0	46.09	0.22	0	3241548	15473
13	18256141.0	289.0	15192643.0	83.22	284.85	9244332.0	8867482.0	9126571.0	52836.0	1886.0	63039.0	0.7	0.04	2.78	0.05	2.79	551340.0	3.02	788.0	0.0	0.0	13.62	0.14	0	2485818	25552
131	8708078.0	283.0	7357373.0	84.49	279.79	5092028.0	4868871.0	5016917.0	35711.0	1156.0	38244.0	0.7	0.04	2.69	0.04	2.19	269263.0	3.09	850.0	0.01	0.0	12.13	0.28	0	1056211	24381
137	7990931.0	287.0	6772860.0	84.76	285.66	6527054.0	6297216.0	6470115.0	31635.0	1452.0	23852.0	0.68	0.03	2.85	0.03	2.35	242431.0	3.03	267.0	0.0	0.0	12.09	0.11	0	966579	8794
138	8235037.0	290.0	7126941.0	86.54	287.98	7207181.0	6973784.0	7160639.0	25218.0	896.0	20428.0	0.67	0.02	2.87	0.03	2.56	218553.0	2.65	156.0	0.0	0.0	10.71	0.09	0	881975	7412
139	9447610.0	288.0	8226763.0	87.08	284.91	7827418.0	7537649.0	7754737.0	40862.0	1469.0	30350.0	0.65	0.03	2.92	0.03	2.16	285581.0	3.02	933.0	0.01	0.0	9.74	0.15	0	920162	14171
140	9227084.0	290.0	7978866.0	86.47	286.58	6949367.0	6687260.0	6880850.0	34221.0	1550.0	32746.0	0.69	0.03	2.82	0.03	1.99	275566.0	2.99	230.0	0.0	0.0	10.37	0.16	0	957646	14776
147	8452448.0	285.0	7216095.0	85.37	283.35	5122766.0	4882538.0	5058718.0	20729.0	934.0	42385.0	0.68	0.04	2.88	0.04	2.08	247664.0	2.93	359.0	0.0	0.0	11.49	0.2	0	971421	16909
148	24316488.0	281.0	19903483.0	81.85	278.83	12720736.0	12205004.0	12571797.0	64575.0	2855.0	81509.0	0.64	0.05	2.96	0.04	2.66	828231.0	3.41	4908.0	0.02	0.0	14.53	0.2	0	3531260	48606
149	86694408.0	276.0	60097026.0	69.32	281.72	43931478.0	42378423.0	43542131.0	169383.0	6775.0	213189.0	0.61	0.03	2.67	0.03	2.12	2096922.0	2.42	2947.0	0.0	0.0	28.13	0.13	0	24384821	112692
150	26432516.0	275.0	21199474.0	80.2	273.62	13706056.0	13168062.0	13549059.0	62157.0	2841.0	91999.0	0.6	0.05	3.04	0.04	2.09	742694.0	2.81	1891.0	0.01	0.0	16.82	0.16	0	4446163	42294
156	16125068.0	286.0	14218219.0	88.17	283.12	14279109.0	13724252.0	14107456.0	93375.0	3283.0	74995.0	0.62	0.03	2.74	0.02	2.21	516690.0	3.2	657.0	0.0	0.0	8.42	0.2	0	1357263	32239
18	17444256.0	288.0	14813825.0	84.92	284.93	9963794.0	9561668.0	9830954.0	58751.0	1780.0	72309.0	0.67	0.03	2.69	0.04	2.61	493011.0	2.83	1198.0	0.01	0.0	12.1	0.14	0	2111788	24434
19	17514105.0	290.0	15352433.0	87.66	287.7	12747948.0	12350298.0	12627501.0	57467.0	2190.0	60790.0	0.6	0.03	2.87	0.03	2.04	434115.0	2.48	1548.0	0.01	0.0	9.72	0.13	0	1703229	22780
19-G	22493132.0	287.0	18168826.0	80.77	283.99	12735109.0	12076857.0	12520242.0	88487.0	5057.0	121323.0	0.74	0.05	2.97	0.04	2.14	798383.0	3.55	2730.0	0.01	0.0	15.23	0.43	0	3426451	96742
19-S	23621213.0	286.0	20014525.0	84.73	283.38	20138312.0	19479832.0	19871466.0	138033.0	8863.0	119950.0	0.71	0.04	2.98	0.03	2.26	926866.0	3.92	3298.0	0.01	0.0	10.74	0.59	0	2537146	139378
2	19248425.0	287.0	16937593.0	87.99	284.69	20001987.0	19368082.0	19782484.0	146610.0	4003.0	68890.0	0.61	0.02	2.64	0.02	2.43	500811.0	2.6	435.0	0.0	0.0	9.3	0.1	0	1790335	19251
20	16615989.0	288.0	13923596.0	83.8	285.1	9126449.0	8743230.0	9021518.0	41886.0	1673.0	61372.0	0.68	0.03	2.68	0.05	2.77	532699.0	3.21	452.0	0.0	0.0	12.85	0.14	0	2135971	23271
20-G	23647354.0	288.0	19269520.0	81.49	284.39	14611875.0	13910958.0	14375647.0	101996.0	5983.0	128249.0	0.72	0.05	3.02	0.04	2.17	811022.0	3.43	2059.0	0.01	0.0	14.6	0.48	0	3451286	113467
20-S	16251092.0	288.0	13582590.0	83.58	285.05	10588402.0	10161894.0	10414112.0	80933.0	4988.0	88369.0	0.71	0.04	2.93	0.04	2.04	731329.0	4.5	2070.0	0.01	0.0	11.19	0.72	0	1818119	116984
21	17127464.0	290.0	14639292.0	85.47	286.42	9982637.0	9593516.0	9858266.0	52689.0	1772.0	69910.0	0.69	0.05	3.23	0.04	2.49	490528.0	2.86	573.0	0.0	0.0	11.52	0.14	0	1973092	23979
28	18526026.0	289.0	16252952.0	87.73	285.58	12683402.0	12181160.0	12506643.0	72897.0	2243.0	101619.0	0.64	0.04	2.78	0.03	2.5	496798.0	2.68	523.0	0.0	0.0	9.45	0.13	0	1751656	24097
29	18515476.0	289.0	15478628.0	83.6	284.35	10199118.0	9773893.0	10070164.0	55429.0	1732.0	71793.0	0.73	0.05	3.2	0.05	2.87	556158.0	3.0	1368.0	0.01	0.0	13.22	0.17	0	2447844	31478
3	20131685.0	283.0	16960902.0	84.25	279.97	13193387.0	12710054.0	13033313.0	75918.0	2331.0	81825.0	0.65	0.03	2.86	0.04	2.71	620557.0	3.08	688.0	0.0	0.0	12.53	0.13	0	2523358	26180
30	19497147.0	289.0	16904537.0	86.7	285.73	12456096.0	11983571.0	12287031.0	78800.0	2949.0	87316.0	0.68	0.04	2.99	0.04	2.48	554814.0	2.85	1289.0	0.01	0.0	10.28	0.16	0	2005296	31211
31	18791435.0	294.0	16683400.0	88.78	291.12	17169511.0	15550285.0	16925891.0	156704.0	4439.0	82477.0	0.68	0.03	2.72	0.03	2.27	558528.0	2.97	319.0	0.0	0.0	8.13	0.12	0	1526654	22534
36	14748226.0	288.0	13168487.0	89.29	285.99	15420661.0	14952514.0	15296643.0	80574.0	2497.0	40947.0	0.6	0.02	2.82	0.02	2.05	333975.0	2.26	663.0	0.0	0.0	8.35	0.09	0	1231824	13277
37	16070889.0	284.0	13981212.0	87.0	282.19	9872753.0	9478835.0	9775970.0	48940.0	2084.0	45759.0	0.58	0.04	2.77	0.04	2.31	413832.0	2.58	507.0	0.0	0.0	10.3	0.12	0	1656044	19294
38	17366113.0	280.0	14824928.0	85.37	278.44	8782635.0	8401371.0	8684730.0	43502.0	1967.0	52436.0	0.59	0.03	2.48	0.04	2.25	507253.0	2.92	805.0	0.0	0.0	11.53	0.18	0	2001875	31252
39	17773026.0	286.0	15226082.0	85.67	283.48	9756264.0	9353215.0	9655926.0	44045.0	1892.0	54401.0	0.64	0.03	2.57	0.04	2.31	521651.0	2.94	390.0	0.0	0.0	11.23	0.17	0	1994707	30196
4	20548191.0	294.0	17497488.0	85.15	291.13	14930687.0	13967976.0	14766889.0	74232.0	2514.0	87052.0	0.73	0.04	2.89	0.04	2.62	570408.0	2.78	288.0	0.0	0.0	11.93	0.14	0	2451241	28766
40	15606720.0	281.0	12929756.0	82.85	279.57	7162279.0	6861571.0	7076863.0	32717.0	1475.0	51224.0	0.61	0.05	2.96	0.04	2.28	408293.0	2.62	771.0	0.0	0.0	14.35	0.19	0	2238264	29636
41	14625789.0	281.0	11904608.0	81.39	279.74	3341666.0	3011970.0	3274179.0	16296.0	541.0	50650.0	0.6	0.03	2.43	0.04	2.36	586616.0	4.01	3012.0	0.02	0.0	14.4	0.17	0	2106682	24871
47	18203969.0	284.0	15795651.0	86.77	281.68	11910230.0	11323212.0	11782891.0	58573.0	2596.0	66170.0	0.63	0.05	3.01	0.03	2.27	572185.0	3.14	778.0	0.0	0.0	9.91	0.17	0	1804402	30953
48	19278778.0	281.0	16315858.0	84.63	281.86	14012554.0	13497330.0	13915649.0	44297.0	1741.0	50867.0	0.57	0.04	2.83	0.02	1.88	431731.0	2.24	1352.0	0.01	0.0	12.97	0.15	0	2500914	28923
49	19833275.0	287.0	17102004.0	86.23	283.84	10635077.0	10132382.0	10481906.0	67921.0	2297.0	82953.0	0.67	0.04	2.57	0.04	2.24	586582.0	2.96	2614.0	0.01	0.0	10.62	0.18	0	2106374	35701
5	19567634.0	289.0	16858832.0	86.16	285.92	13548370.0	13093111.0	13396592.0	82386.0	2401.0	66991.0	0.63	0.03	2.7	0.03	2.28	507742.0	2.59	795.0	0.0	0.0	11.12	0.13	0	2174840	25425
50	18661911.0	289.0	16076329.0	86.15	285.83	12345572.0	11874658.0	12191793.0	72917.0	3191.0	77671.0	0.66	0.03	2.4	0.03	2.39	550542.0	2.95	815.0	0.0	0.0	10.74	0.16	0	2004365	29860
57	19441244.0	283.0	17044318.0	87.67	280.26	13297015.0	12691177.0	13152137.0	69557.0	2562.0	72759.0	0.63	0.05	3.05	0.03	2.18	606822.0	3.12	714.0	0.0	0.0	9.05	0.16	0	1758304	31086
57-G	28208143.0	286.0	23758292.0	84.22	282.97	17524797.0	16680310.0	17180175.0	131535.0	6792.0	206295.0	0.7	0.05	2.96	0.04	2.17	963235.0	3.41	2561.0	0.01	0.0	11.92	0.43	0	3362748	121307
57-S	11522551.0	270.0	6692299.0	58.08	266.0	1905334.0	1682496.0	1849289.0	11817.0	403.0	43825.0	0.79	0.08	2.24	0.08	1.83	487535.0	4.23	12722.0	0.11	0.0	37.02	0.56	0	4265471	64524
58	19241699.0	286.0	16036957.0	83.34	283.13	8886114.0	8407668.0	8766783.0	47229.0	1612.0	70490.0	0.7	0.04	2.68	0.04	2.23	613535.0	3.19	3505.0	0.02	0.0	13.23	0.22	0	2545375	42327
58-G	28853390.0	288.0	24252451.0	84.05	284.2	15628964.0	14822810.0	15349038.0	118045.0	6072.0	155809.0	0.72	0.05	3.02	0.05	2.18	971998.0	3.37	2583.0	0.01	0.0	12.2	0.37	0	3519616	106742
58-S	15033580.0	275.0	12029105.0	80.01	273.04	4609651.0	4335376.0	4524971.0	30633.0	1234.0	52813.0	0.64	0.06	2.57	0.06	1.81	529946.0	3.53	3051.0	0.02	0.0	16.22	0.22	0	2438405	33073
59	18350942.0	294.0	15965094.0	87.0	291.99	15825162.0	15348542.0	15700822.0	70175.0	3772.0	50393.0	0.66	0.03	2.74	0.03	2.28	484211.0	2.64	236.0	0.0	0.0	10.26	0.1	0	1883048	18353
60	20064893.0	287.0	17238604.0	85.91	283.94	11779728.0	11302090.0	11622334.0	72489.0	2925.0	81980.0	0.66	0.05	3.04	0.04	2.16	631518.0	3.15	2894.0	0.01	0.0	10.73	0.19	0	2153740	38137
67	20027351.0	289.0	17187873.0	85.82	285.69	14937516.0	14368716.0	14711160.0	107254.0	2984.0	116118.0	0.68	0.05	2.95	0.03	2.24	605397.0	3.02	671.0	0.0	0.0	10.96	0.19	0	2195352	38058
68	20216899.0	287.0	17400178.0	86.07	283.84	11362468.0	10869614.0	11215510.0	61980.0	2561.0	82417.0	0.68	0.04	2.67	0.04	2.28	622212.0	3.08	1492.0	0.01	0.0	10.65	0.2	0	2152593	40424
69	17290764.0	286.0	14792488.0	85.55	283.44	10301376.0	9841606.0	10176333.0	54547.0	2402.0	68094.0	0.63	0.04	2.67	0.04	2.16	521786.0	3.02	1320.0	0.01	0.0	11.25	0.18	0	1944065	31105
70	14834346.0	283.0	12857721.0	86.68	281.27	8955515.0	8573813.0	8850393.0	44359.0	1487.0	59276.0	0.59	0.05	2.87	0.03	2.2	432202.0	2.91	1449.0	0.01	0.0	10.21	0.19	0	1514785	28189
76	14334812.0	281.0	12213468.0	85.2	280.12	9064362.0	8708142.0	8963941.0	48703.0	1639.0	50079.0	0.62	0.03	2.52	0.03	2.0	411552.0	2.87	681.0	0.0	0.0	11.78	0.14	0	1689038	20073
78	17711688.0	278.0	15389402.0	86.89	275.64	12022729.0	11553696.0	11905474.0	58239.0	1880.0	57136.0	0.55	0.03	2.67	0.03	2.08	484390.0	2.73	632.0	0.0	0.0	10.25	0.12	0	1816003	21261
79	18719382.0	287.0	16368362.0	87.44	284.1	16567012.0	16038738.0	16411825.0	90202.0	2925.0	62060.0	0.63	0.03	2.9	0.02	2.28	515656.0	2.75	503.0	0.0	0.0	9.68	0.12	0	1812393	22468
80	14524088.0	285.0	12506288.0	86.11	281.54	8567500.0	8224352.0	8465899.0	41688.0	1555.0	58358.0	0.64	0.05	3.15	0.03	2.01	432905.0	2.98	1351.0	0.01	0.0	10.74	0.16	0	1560299	23245
83	16295617.0	286.0	14381263.0	88.25	283.74	12375845.0	11884725.0	12259888.0	55135.0	1802.0	59020.0	0.56	0.02	2.62	0.03	2.06	398205.0	2.44	377.0	0.0	0.0	9.19	0.11	0	1497844	17928
88	19380907.0	280.0	14831154.0	76.52	278.08	8157670.0	7854759.0	8076971.0	27703.0	1635.0	51361.0	0.66	0.04	2.92	0.05	2.62	644561.0	3.33	1106.0	0.01	0.0	20.0	0.15	0	3875023	29063
90	17717144.0	282.0	14723005.0	83.1	280.4	9549014.0	9220816.0	9460205.0	35330.0	1563.0	51916.0	0.64	0.03	2.67	0.03	2.26	475082.0	2.68	1007.0	0.01	0.0	14.06	0.15	0	2491470	26580
91	19900305.0	288.0	17075727.0	85.81	284.52	13674710.0	13027071.0	13508609.0	79920.0	2720.0	83461.0	0.66	0.04	2.94	0.03	2.38	593342.0	2.98	1252.0	0.01	0.0	11.04	0.17	0	2196166	33818
94	16534237.0	287.0	14465439.0	87.49	283.79	13459574.0	12957313.0	13297672.0	77514.0	2719.0	81669.0	0.68	0.03	2.94	0.02	2.05	513029.0	3.1	788.0	0.0	0.0	9.19	0.21	0	1520242	34739
97	17616487.0	278.0	15538929.0	88.21	277.08	12406381.0	11931946.0	12327396.0	34016.0	1293.0	43676.0	0.54	0.03	2.84	0.03	2.06	426062.0	2.42	1011.0	0.01	0.0	9.24	0.13	0	1627586	22899
98	21270719.0	284.0	17530517.0	82.42	284.13	16142354.0	15578920.0	16030853.0	56563.0	1711.0	53227.0	0.57	0.03	2.8	0.02	1.88	479060.0	2.25	4179.0	0.02	0.0	15.18	0.14	0	3227200	29763
99	16409952.0	285.0	13730098.0	83.67	282.21	10531616.0	10099999.0	10383291.0	64087.0	1863.0	82375.0	0.64	0.04	2.78	0.03	2.21	516452.0	3.15	5813.0	0.04	0.0	12.96	0.18	0	2128033	29556
