ABLG,AlternateID.s.,CommonName,Phylum,Class,Order,Family,Genus,SpeciesName,Authority,DonatingLab,Collector.ind.,CollectionDate,CruiseID,HaulID,StationID,Equipment.Gear,Locality,Region,StartLatitudeDD,StartLongitudeDD,EndLatitudeDD,EndLongitudeDD,Depth.m.,Temp.degC.,Habitat,Length.mm.,Weight.g.,Age.yrs.,Sex,IdentifiedBy,ReceivedAs,OriginalPreservation,SpecimenLocation,SpecimenPreservation,TissueLocation,TissuePreservation,DNAextracted,ExtractionDate,ExtractionPlate,ExtractionWell,X.DNA.ng.ul,ExtractionVolume.ul.,DNAng,ExtractionGel,DNAquality,DNAlocation,Remaining.DNA.ng.ul,RemainingVolume.ul.,RemainingDNAng,Method,PrepDate,SeqPlateName,i5barcode,i7barcode,MiseqDate,MiseqRawDataLocation,NovaseqDate,NovaseqRawDataLocation,BioProject,BioSampleAccession,Publication.s.
10229,22g001ci_22,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10230,22g001ci_23,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10231,22g001ci_24,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10232,22g001ci_25,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10233,22g001ci_26,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10234,22g001ci_27,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10235,22g001ci_28,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10236,22g001ci_29,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10237,22g001ci_30,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,no,n/a,n/a,n/a,,NA,,,n/a,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10238,22g001ci_31,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10239,22g001ci_32,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10240,22g001ci_33,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10241,22g001ci_34,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10242,22g001ci_35,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10243,22g001ci_36,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10244,22g001ci_37,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10245,22g001ci_38,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10246,22g001ci_39,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10247,22g001ci_40,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10248,22g001ci_41,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10249,22g001ci_42,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10250,22g001ci_43,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10251,22g001ci_44,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10252,22g001ci_45,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10253,22g001ci_46,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10254,22g001ci_47,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10255,22g001ci_48,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10256,22g001ci_49,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,no,n/a,n/a,,,NA,,,n/a,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10257,22g001ci_50,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,no,n/a,n/a,,,NA,,,n/a,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10258,22g001ng_1,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10259,22g001ng_2,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10260,22g001ng_3,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10261,22g001ng_4,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10262,22g001ng_5,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10263,22g001ng_6,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10264,22g001ng_7,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10265,22g001ng_8,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10266,22g001ng_9,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10267,22g001ng_10,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10268,22g001ng_11,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10269,22g001ng_12,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10270,22g001ng_13,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10271,22g001ng_14,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10272,22g001ng_15,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10273,22g001ng_16,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10274,22g001ng_17,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10275,22g001ng_18,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A09,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10276,22g001ng_19,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B09,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10277,22g001ng_20,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C09,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10278,22g001ng_21,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D09,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10279,22g001ng_22,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E09,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10280,22g001ng_23,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F09,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10281,22g001ng_24,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G09,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10282,22g001ng_25,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H09,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10283,22g001ng_26,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A10,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10284,22g001ng_27,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B10,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10285,22g001ng_28,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C10,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10286,22g001ng_29,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D10,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10287,22g001ng_30,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E10,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10288,22g001ng_31,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F10,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10289,22g001ng_32,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G10,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10290,22g001ng_33,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H10,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10291,22g001ng_34,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A11,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10292,22g001ng_35,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B11,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10293,22g001ng_36,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C11,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10294,22g001ng_37,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D11,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10295,22g001ng_38,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E11,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10296,22g001ng_39,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F11,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10297,22g001ng_40,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G11,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10298,22g001ng_41,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,H11,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
