ABLG,AlternateID.s.,CommonName,Phylum,Class,Order,Family,Genus,SpeciesName,Authority,DonatingLab,Collector.ind.,CollectionDate,CruiseID,HaulID,StationID,Equipment.Gear,Locality,Region,StartLatitudeDD,StartLongitudeDD,EndLatitudeDD,EndLongitudeDD,Depth.m.,Temp.degC.,Habitat,Length.mm.,Weight.g.,Age.yrs.,Sex,IdentifiedBy,ReceivedAs,OriginalPreservation,SpecimenLocation,SpecimenPreservation,TissueLocation,TissuePreservation,DNAextracted,ExtractionDate,ExtractionPlate,ExtractionWell,X.DNA.ng.ul,ExtractionVolume.ul.,DNAng,ExtractionGel,DNAquality,DNAlocation,Remaining.DNA.ng.ul,RemainingVolume.ul.,RemainingDNAng,Method,PrepDate,SeqPlateName,i5barcode,i7barcode,MiseqDate,MiseqRawDataLocation,NovaseqDate,NovaseqRawDataLocation,BioProject,BioSampleAccession,Publication.s.
10299,22g001ng_42,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,A12,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10300,22g001ng_43,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,B12,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10301,22g001ng_44,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,C12,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10302,22g001ng_45,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,D12,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10303,22g001ng_46,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,E12,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10304,22g001ng_47,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,F12,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10305,22g001ng_48,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0017,G12,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10306,22g001ng_49,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,no,n/a,n/a,n/a,,NA,,,n/a,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10307,22g001ng_50,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/13/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,no,n/a,n/a,n/a,,NA,,,n/a,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10308,22g010ng_1,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,A01,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10309,22g010ng_2,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,B01,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10310,22g010ng_3,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,C01,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10311,22g010ng_4,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,D01,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10312,22g010ng_5,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,E01,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10313,22g010ng_6,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,F01,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10314,22g010ng_7,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,G01,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10315,22g010ng_8,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,H01,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10316,22g010ng_9,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,A02,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10317,22g010ng_10,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,B02,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10318,22g010ng_11,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,C02,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10319,22g010ng_12,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,D02,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10320,22g010ng_13,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,E02,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10321,22g010ng_14,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,F02,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10322,22g010ng_15,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,G02,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10323,22g010ng_16,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,H02,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10324,22g010ng_17,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,A03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10325,22g010ng_18,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,B03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10326,22g010ng_19,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,C03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10327,22g010ng_20,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,D03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10328,22g010ng_21,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,E03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10329,22g010ng_22,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,F03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10330,22g010ng_23,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,G03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10331,22g010ng_24,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,H03,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10332,22g010ng_25,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,A04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10333,22g010ng_26,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,B04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10334,22g010ng_27,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,C04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10335,22g010ng_28,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,D04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10336,22g010ng_29,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,E04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10337,22g010ng_30,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,F04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10338,22g010ng_31,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,G04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10339,22g010ng_32,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,H04,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10340,22g010ng_33,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,A05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10341,22g010ng_34,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,B05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10342,22g010ng_35,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,C05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10343,22g010ng_36,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,D05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10344,22g010ng_37,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,E05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10345,22g010ng_38,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,F05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10346,22g010ng_39,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,G05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10347,22g010ng_40,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,H05,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10348,22g010ng_41,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,A06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10349,22g010ng_42,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,B06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10350,22g010ng_43,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,C06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10351,22g010ng_44,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,D06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10352,22g010ng_45,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,E06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10353,22g010ng_46,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,F06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10354,22g010ng_47,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,G06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10355,22g010ng_48,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,no,n/a,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10356,22g010ng_49,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,no,n/a,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10357,22g010ng_50,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Celeste Beckgoodell,2/21/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,no,n/a,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10358,22g001pw_1,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,H06,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10359,22g001pw_2,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,A07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10360,22g001pw_3,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,B07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10361,22g001pw_4,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,C07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10362,22g001pw_5,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,D07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10363,22g001pw_6,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,E07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10364,22g001pw_7,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,F07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10365,22g001pw_8,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,G07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10366,22g001pw_9,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,H07,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10367,22g001pw_10,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,Elisa Russ,1/29/2022,,,,,,,,,,,,,,,,,,,,,,,NA,,yes,5/11/2022,DNA0018,A08,,NA,,,No HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
