Cold_Downregulated	Cold_Upregulated	Cool_Downregulated	Cool_Upregulated	Warm_Downregulated	Warm_Upregulated
132475040	132446475	132454745	132453712	132454014	132474999
132475021	132446614	132454762	132453934	132454031	132475063
132475057	132446834	132454763	132453929	132454079	132475268
132475251	132446886	132454781	132453951	132454092	132472375
132475268	132446866	132455549	132453967	132454093	132471842
132475293	132446895	132455563	132453983	132454103	132471869
132471900	132447072	132455575	132454025	132453407	132475343
132471842	132447407	132454906	132454051	132453409	132472415
132471760	132447371	132454913	132454058	132454145	132472064
132472011	132447516	132454901	132454095	132454164	132475415
132472042	132447650	132454926	132454104	132454214	132475763
132475343	132448036	132454928	132454110	132454219	132475439
132472246	132447961	132454904	132454126	132454234	132475632
132471984	132472525	132454921	132453730	132454262	132475710
132471800	132472535	132455579	132453427	132454265	132475870
132472252	132472640	132455612	132453423	132454254	132445531
132472211	132472567	132455599	132454167	132454257	132475893
132472130	132448202	132455615	132454222	132453742	132445523
132472025	132448243	132455628	132454264	132454273	132445620
132475412	132448273	132455632	132454296	132454278	132445438
132475415	132448357	132455630	132454318	132454309	132445718
132475683	132448462	132455631	132454321	132453454	132445950
132475763	132448456	132454958	132454323	132453450	132446226
132475672	132448469	132454952	132454326	132454347	132446296
132475724	132448565	132456644	132453447	132454364	132446435
132475460	132448623	132454944	132453461	132454359	132474407
132475454	132448889	132455643	132454365	132454375	132446744
132475439	132448929	132456648	132454362	132454377	132446773
132475741	132448995	132455657	132454379	132454392	132446756
132475788	132449180	132455023	132454389	132454424	132446812
132475812	132449608	132455015	132454396	132454443	132446835
132445592	132449595	132455670	132454417	132454458	132446859
132445620	132449722	132455679	132454424	132454453	132446866
132445444	132449850	132455681	132454458	132453476	132446953
132475935	132449925	132455700	132453505	132453506	132446935
132445887	132450029	132455727	132453516	132453531	132446989
132445967	132450020	132455728	132453467	132454499	132447235
132445729	132450332	132455746	132453512	132454467	132447369
132445929	132450684	132455744	132453506	132454510	132447324
132474387	132450805	132455780	132453520	132454473	132447516
132446226	132450894	132454844	132454492	132454521	132447650
132446395	132450920	132455832	132454506	132454547	132448014
132446409	132474581	132455843	132454515	132454552	132453128
132474397	132473086	132455861	132454521	132454557	132447975
132446435	132472992	132455847	132454522	132454549	132447995
132474407	132472985	132455853	132454547	132454561	132448004
132446538	132451363	132455880	132454563	132454563	132447916
132446719	132451368	132455886	132453585	132453560	132472717
132446773	132451518	132455882	132453563	132453564	132448167
132446833	132451396	132455959	132453541	132453558	132448390
132474408	132451412	132455975	132454176	132453581	132474504
132446953	132451592	132456010	132453562	132453587	132474524
132474442	132451899	132456035	132454602	132453556	132448448
132447235	132452080	132456047	132454802	132454573	132448500
132447251	132452248	132456060	132454183	132454613	132448469
132447398	132452306	132456063	132454188	132454621	132448584
132447413	132452408	132456109	132454646	132454183	132448761
132447464	132452455	132456137	132454648	132454629	132448680
132447572	132452495	132456136	132454680	132454625	132448688
132447628	132452901	132456162	132454687	132454185	132448865
132447675	132452559	132456194	132454683	132454186	132448896
132447705	132452550	132456198	132454714	132454645	132449124
132448014	132452667	132456209	132454727	132454651	132449180
132447995	132469866	132456221	132453639	132454708	132449369
132448004	132473325	132456227	132454204	132454714	132449814
132448043	132473909	132456255	132456629	132454713	132449411
132472717	132473904	132456269	132454923	132453610	132449961
132472661	132473555	132456285	132455581	132453603	132449987
132472548	132469943	132456353	132455593	132453595	132450029
132472478	132473739	132456395	132455603	132453609	132450196
132448390	132469958	132456429	132456640	132454739	132450208
132474504	132469967	132456448	132454977	132454753	132453137
132448420	132473903	132456464	132454966	132454216	132450165
132474524	132473914	132455224	132454950	132455551	132450382
132448418	132473391	132455185	132455653	132455549	132450269
132448704	132473605	132455300	132455004	132455574	132450251
132448670	132473562	132455170	132455658	132455563	132450259
132448639	132473494	132455333	132455021	132455575	132450684
132448791	132473823	132455305	132455053	132454899	132450717
132448865	132470061	132455194	132455039	132456627	132450843
132449097	132453065	132455480	132455038	132456629	132450920
132449124	132453068	132455321	132454991	132454887	132473234
132449195	132453077	132455221	132455719	132454921	132451167
132449263	132453086	132455230	132455722	132454885	132451243
132449369	132453081	132455342	132456682	132455593	132473184
132449411	132453087	132455213	132455751	132456639	132473192
132449576	132453088	132455240	132455755	132455626	132451329
132449797	132453098	132455239	132455771	132455628	132451380
132449628	132453090	132455408	132455772	132455631	132451567
132449939	132453099	132455505	132455788	132456642	132451422
132449973	132453281	132455347	132455774	132454969	132451737
132449961	132453333	132455373	132455784	132454967	132451758
132449955	132453292	132455388	132455822	132454989	132452080
132449987	132453287	132455381	132455835	132455634	132452165
132450180	132453290	132456493	132455838	132456648	132452357
132450220	132453797	132456496	132455879	132455656	132452347
132450382	132453794	132456543	132455900	132455045	132452417
132450269	132453805	132456547	132455902	132454997	132452408
132450393	132453809	132456554	132455947	132455029	132452431
132450650	132453814	132456540	132455948	132455028	132452448
132450717	132453826	132456560	132455951	132455002	132452513
132450874	132453832	132456565	132454852	132455027	132452765
132450957	132453875	132456564	132455999	132456663	132473404
132451036	132453879	132456578	132456026	132455701	132473328
132472848	132453893	132457158	132456031	132455677	132473903
132472964	132453882	132457580	132456071	132455679	132452990
132473159	132453880	132457596	132456111	132455683	132453004
132473093	132453885	132457605	132456129	132455680	132453033
132451243	132453901	132457794	132456135	132455681	132473605
132473184	132453907	132457792	132456184	132455739	132473866
132473192	132453921	132457772	132456187	132455740	132473823
132451329	132453933	132457781	132456193	132455749	132473838
132451380	132453935	132457786	132456201	132455752	132470019
132451630	132453943	132457808	132456214	132455791	132453046
132451583	132453946	132457807	132456254	132455799	132453050
132451422	132453964	132457813	132455524	132454844	132453056
132451737	132453966	132457825	132456294	132455818	132470061
132451758	132453717	132457820	132455109	132455849	132453059
132451784	132453978	132457835	132456308	132455885	132453080
132451915	132453969	132457834	132456602	132455883	132453091
132452077	132453975	132457850	132456352	132455882	132453324
132452165	132453981	132457896	132456368	132455900	132453277
132452271	132453988	132457907	132456380	132455902	132453308
132452375	132453996	132457958	132456382	132455975	132453784
132452392	132453997	132457965	132456417	132455993	132453813
132452417	132453999	132457981	132456425	132456001	132453660
132452448	132454008	132457978	132456450	132456026	132453819
132452481	132454027	132457988	132456460	132456106	132453810
132452513	132454030	132457998	132455262	132456144	132453816
132452703	132454034	132458045	132455272	132456147	132453824
132469846	132454056	132458063	132455208	132456173	132453830
132452978	132454087	132458092	132455293	132456207	132453835
132473658	132454106	132458191	132455301	132456211	132453868
132473404	132454124	132458214	132455222	132456260	132453884
132473328	132454122	132458231	132455491	132456270	132453893
132473536	132453417	132458239	132455211	132456308	132453892
132473644	132453427	132458256	132455492	132456333	132453903
132473852	132453412	132458265	132456486	132455534	132453904
132473693	132453429	132458266	132456488	132455149	132453712
132452990	132453415	132457447	132456490	132456382	132453934
132453004	132453404	132457413	132455499	132456446	132453929
132453033	132453433	132457389	132455500	132456454	132453939
132473813	132454140	132457347	132455414	132456606	132453942
132473894	132454160	132457470	132455387	132455185	132453946
132473838	132454157	132457336	132455424	132455279	132453959
132453043	132454244	132457320	132455504	132455333	132453717
132453042	132454234	132457274	132455367	132455305	132453976
132453056	132454263	132457299	132455358	132455194	132453980
132453101	132454267	132457387	132455413	132455480	132453982
132453092	132454257	132457220	132455389	132455183	132453983
132453100	132453742	132458311	132455362	132455212	132453993
132453279	132454258	132457209	132455392	132455199	132453998
132453323	132454275	132459146	132455446	132455223	132454017
132453376	132454303	132458739	132455508	132455228	132454021
132453781	132454309	132459244	132455372	132455222	132454025
132453307	132454310	132458754	132455510	132455193	132454027
132453389	132454306	132459298	132456553	132455180	132454034
132453313	132453460	132459288	132456555	132455202	132454035
132453308	132453689	132459312	132456584	132455253	132454058
132453302	132454335	132459328	132457502	132455211	132454082
132453338	132454334	132459329	132457513	132455396	132454110
132453657	132453453	132459333	132457134	132455433	132454124
132453789	132454347	132459336	132457142	132455432	132454127
132453815	132454348	132459354	132457523	132455443	132454117
132453810	132454353	132459369	132457148	132455505	132454120
132453816	132454361	132459402	132457137	132455368	132454122
132453828	132454364	132459413	132457112	132455384	132453730
132453835	132454370	132459437	132457114	132455413	132453437
132453858	132454383	132459453	132457647	132455389	132454135
132453868	132454423	132459479	132457164	132455397	132453427
132453883	132454420	132459487	132457189	132455392	132453412
132453888	132454418	132459489	132457154	132455508	132453429
132453903	132454421	132459550	132457152	132455373	132453432
132453904	132454425	132459553	132457566	132455388	132453438
132453911	132454437	132459554	132457590	132455381	132453423
132453926	132454436	132459558	132457607	132456510	132453406
132453916	132454459	132459585	132457625	132456511	132453736
132453914	132454448	132459620	132457667	132456530	132453401
132453918	132453529	132459663	132457663	132456557	132454140
132453913	132453526	132459694	132457671	132456549	132454161
132453934	132453500	132459721	132457678	132456543	132454168
132453939	132453521	132459740	132457692	132456540	132454220
132453945	132453524	132459750	132457689	132456560	132454223
132453949	132453488	132459761	132457702	132456568	132454226
132453951	132453493	132459809	132457703	132456569	132454231
132453967	132453498	132459819	132457714	132456588	132454250
132453973	132453480	132459845	132457721	132456591	132454264
132453982	132453489	132459882	132457737	132456589	132454272
132453983	132453531	132459887	132457742	132457134	132454289
132453995	132454460	132459895	132457757	132457132	132454291
132454005	132454465	132459900	132457787	132457138	132454296
132454012	132454496	132459925	132457819	132457153	132454294
132454018	132454483	132459942	132457822	132457174	132454315
132454017	132454497	132459940	132457837	132457152	132454318
132454025	132454484	132459960	132457989	132457567	132454321
132454035	132454502	132460003	132457865	132457633	132454323
132454041	132454505	132459991	132457874	132457663	132454326
132454058	132454514	132460014	132458019	132457671	132453460
132454060	132454522	132460020	132458038	132457710	132453689
132454088	132454528	132460050	132457971	132457742	132453447
132454090	132454530	132460058	132458055	132457755	132454337
132454104	132454545	132458803	132458099	132457752	132454338
132454103	132454539	132459129	132458104	132457816	132453461
132454110	132454540	132460117	132458112	132457825	132454339
132454126	132454172	132460129	132458125	132457820	132453457
132453730	132454552	132460135	132458130	132457822	132453459
132453443	132454550	132460155	132458133	132457834	132454363
132453437	132454558	132458885	132458137	132457846	132454365
132453424	132453581	132458871	132458138	132457865	132454362
132453409	132453545	132458841	132458147	132457897	132454370
132453406	132453574	132458936	132458170	132457904	132454373
132453434	132454587	132458935	132457653	132457915	132454379
132453425	132454596	132458857	132458161	132457963	132454389
132453416	132454630	132458853	132458276	132457971	132454406
132454143	132454635	132458860	132458275	132457986	132454423
132454156	132454638	132458894	132458285	132457999	132454416
132454167	132454641	132460183	132458288	132458001	132454427
132454168	132454645	132460200	132458289	132458008	132454439
132454219	132454189	132458960	132457377	132458006	132454445
132454222	132454663	132458971	132457234	132458016	132454437
132454223	132454657	132458984	132457224	132458018	132454432
132454226	132454651	132458965	132457429	132458036	132454459
132454232	132454679	132458964	132457278	132458045	132453529
132454250	132454686	132459000	132458203	132458099	132453505
132454252	132454676	132460218	132458210	132458092	132453521
132454262	132454678	132460748	132457419	132458125	132453475
132454265	132454673	132460698	132457301	132458176	132453533
132454264	132454671	132460668	132457252	132458174	132453467
132454272	132454194	132460747	132457313	132458194	132453474
132454293	132454708	132460642	132458241	132458218	132453510
132454295	132454704	132461321	132457440	132458225	132453468
132454296	132454698	132461324	132457259	132458224	132454460
132454294	132454710	132461345	132457298	132458235	132454465
132454321	132454696	132461369	132457269	132458238	132454462
132454326	132454709	132461466	132457247	132458245	132454483
132454329	132454697	132461464	132457437	132458287	132454515
132454338	132454701	132461471	132457443	132457370	132454527
132453461	132453621	132461507	132458315	132457250	132454529
132454345	132453612	132461542	132458313	132457413	132454535
132454365	132453635	132461541	132458309	132457396	132453576
132454356	132453607	132461522	132458320	132457251	132453585
132454373	132453602	132461574	132459193	132457426	132453568
132454375	132453599	132460876	132459056	132457301	132454174
132454379	132453595	132460813	132459230	132457341	132453546
132454385	132453641	132460843	132459023	132457321	132453593
132454384	132453609	132460815	132458770	132458241	132454176
132454393	132454729	132460826	132458722	132457365	132453574
132454396	132454211	132460910	132458717	132457324	132453562
132454399	132454739	132461629	132458764	132457270	132454570
132454417	132454753	132461636	132459256	132457285	132454574
132454424	132454213	132461656	132459294	132457299	132454593
132454427	132454762	132461678	132459296	132457360	132454591
132454435	132454763	132461706	132459289	132457357	132454605
132454441	132454783	132461758	132459297	132458296	132454602
132454443	132455549	132461762	132459320	132457339	132454802
132454450	132455566	132461770	132459323	132457395	132454641
132454458	132454899	132461815	132459331	132457425	132454188
132454453	132454906	132461823	132459352	132457256	132454646
132453503	132454913	132461826	132459083	132457197	132454648
132453476	132454926	132461836	132459087	132457200	132454190
132453533	132456627	132461837	132459411	132458307	132454684
132453467	132454928	132461871	132459420	132458311	132454687
132453517	132454909	132461901	132459430	132458313	132454683
132453506	132454924	132461902	132459481	132458317	132454674
132453510	132454893	132461915	132459492	132458328	132454710
132453468	132454902	132460961	132459581	132459187	132454696
132454492	132456635	132460970	132459099	132459196	132454709
132454486	132455579	132461952	132459636	132459024	132454701
132454506	132455584	132461933	132459647	132458735	132454721
132454503	132455585	132461042	132459666	132458728	132454727
132454471	132455589	132461048	132459667	132458727	132453598
132454510	132455615	132461021	132459671	132459267	132453639
132454494	132455625	132461017	132459690	132459307	132453602
132454525	132455631	132461982	132459701	132459355	132453617
132454541	132454958	132461996	132459736	132459359	132454733
132454543	132454965	132462054	132459786	132459467	132454745
132454547	132454959	132462108	132459791	132459510	132454769
132454556	132454943	132461438	132459793	132459515	132454776
132454551	132454989	132461080	132459805	132459541	132456596
132454561	132454944	132461446	132459825	132459609	132454913
132454563	132455640	132461076	132459862	132459666	132454901
132453571	132455643	132462133	132459868	132459667	132456623
132453585	132455638	132461458	132459873	132459675	132454928
132453563	132456646	132462157	132459904	132459680	132454911
132453568	132455655	132462164	132459936	132459705	132454912
132453544	132455657	132462362	132459941	132459715	132454896
132453555	132455016	132462365	132459964	132459751	132455581
132453541	132454995	132462407	132459971	132459759	132455584
132454176	132455052	132462387	132459986	132459761	132456636
132453583	132455049	132462449	132460000	132459754	132455587
132453570	132455002	132463694	132460009	132459789	132455612
132453562	132455661	132463690	132460013	132459797	132455596
132453551	132455001	132463689	132460029	132459795	132455625
132453592	132455055	132463692	132460065	132459805	132456640
132453552	132455692	132462545	132458801	132459807	132454972
132454568	132455703	132462555	132458918	132459826	132454977
132454570	132455679	132462548	132458840	132459110	132454940
132454575	132455681	132462612	132458872	132459868	132454966
132454593	132455700	132462647	132458930	132459873	132454950
132454588	132455727	132462702	132458902	132459896	132455004
132454591	132455729	132462673	132458848	132459899	132455016
132454605	132455732	132462712	132458865	132459902	132455021
132454597	132455738	132462756	132458889	132459900	132454993
132454602	132455742	132462769	132460161	132459923	132455033
132454802	132455744	132462782	132460162	132459120	132455053
132454625	132455781	132462786	132460205	132459927	132455020
132454626	132455789	132462787	132460207	132459946	132455673
132454628	132455780	132462819	132459006	132459968	132455688
132454633	132455797	132462827	132458990	132460012	132455700
132454634	132454844	132462896	132458986	132460026	132455695
132454186	132455834	132462935	132458985	132460039	132455685
132454642	132455832	132462959	132460752	132460037	132455719
132454188	132455833	132462975	132461091	132460043	132455727
132454646	132455844	132462981	132460736	132458811	132455731
132454648	132455849	132462982	132461222	132458800	132455742
132454654	132455853	132463006	132460665	132458827	132456682
132454655	132455880	132463024	132460726	132458784	132455760
132454650	132455883	132463034	132461240	132460114	132455763
132454664	132455878	132463035	132461255	132460140	132455768
132454687	132455882	132463026	132460654	132460144	132456669
132454675	132455891	132463038	132460679	132458845	132455770
132454683	132455898	132463029	132460682	132458904	132455771
132454672	132455897	132463090	132460689	132458848	132455788
132454714	132455921	132463094	132460688	132459596	132455773
132454199	132455919	132463102	132461309	132458832	132455774
132454727	132455938	132462927	132461315	132458917	132455787
132453625	132455945	132463107	132461332	132458915	132455784
132453610	132455940	132463122	132461334	132458913	132455817
132453606	132455975	132463148	132461180	132458842	132455816
132453634	132454856	132463182	132461495	132458860	132455824
132453639	132456035	132463287	132461514	132460166	132455829
132454204	132456043	132463321	132461515	132460178	132455835
132454733	132456061	132463320	132461519	132458964	132455838
132454752	132456060	132463021	132461553	132458990	132455839
132454737	132456063	132463359	132461555	132458989	132454846
132454741	132456080	132463379	132461559	132458993	132455844
132454745	132456107	132463445	132461567	132458963	132455848
132454749	132456108	132463240	132461570	132458974	132455859
132454773	132456109	132463487	132461577	132460219	132455853
132454778	132456110	132463492	132460828	132461199	132455864
132454905	132456136	132463524	132460856	132460691	132455866
132454919	132456125	132463522	132460869	132461091	132455886
132454901	132456164	132463527	132460880	132460740	132455879
132454927	132456169	132463624	132460809	132460661	132455914
132456629	132456192	132463933	132460795	132461139	132455910
132454887	132456194	132463949	132460819	132460631	132455940
132454923	132456198	132463982	132460898	132460748	132455950
132455581	132456209	132463994	132460864	132461239	132455951
132455593	132456221	132463999	132460924	132460657	132454852
132456639	132456226	132464016	132461589	132461251	132455955
132455611	132456227	132464012	132461592	132460687	132455981
132455604	132456255	132464041	132461607	132460747	132455969
132455605	132456265	132464058	132461615	132460699	132454856
132455612	132456267	132464070	132461627	132460714	132455992
132455596	132456269	132464113	132461644	132461331	132455991
132455597	132456273	132464129	132461667	132461350	132456010
132455602	132455117	132464145	132461659	132461355	132455069
132456597	132455094	132464155	132461657	132461369	132456031
132456640	132456283	132464218	132461676	132461466	132456034
132454977	132455100	132464247	132461718	132461469	132456042
132456642	132454884	132464248	132461733	132461495	132456057
132454969	132455104	132464262	132461734	132461513	132456068
132454967	132455141	132464263	132461764	132461535	132456061
132454971	132456353	132464277	132461773	132461576	132456060
132454980	132456395	132465031	132461776	132460876	132456066
132454966	132456423	132465003	132461778	132460807	132456070
132455633	132456410	132464988	132461784	132460935	132456071
132455634	132456429	132464305	132461788	132460844	132456097
132455639	132456437	132464312	132461793	132460896	132456098
