Cold_Downregulated	Cold_Upregulated	Cool_Downregulated	Cool_Upregulated	Warm_Downregulated	Warm_Upregulated
Q80XI1	Q6IRA8	P19468	Q96N67	Q14964	Q96CW9
P0C870	Q5RFM4	O89044	Q9Y5C1	Q330K2	P00637
Q9YI66	Q6DRL5	Q28298	Q5VU97	Q96LR5	A6QL88
A4IGP0	Q9R099	Q15013	Q9XTA3	Q91009	P05452
Q7RTR2	O94972	Q9P2D3	Q5GIT4	Q0VC80	E7FH11
Q1LY46	Q6NZI6	Q63184	P04323	Q91Y80	Q5BJ39
Q91287	B0R160	Q63184	P10394	Q96FB5	Q86SQ9
Q6IQ85	Q9D8F1	Q9P2F8	O96006	Q9NYL9	Q9NBX4
Q6PJG2	A3KNK1	P51958	O95789	Q5XIZ6	P10394
Q00IB7	P34932	P17120	A7YWC8	Q921D9	Q8IXT5
Q9WUW8	Q8TBK6	Q6P950	Q9D8B4	Q6UFZ8	Q5RC10
O15066	Q8BMJ2	Q7ZT47	A4IFW2	Q7T385	Q2V2M9
Q7TMA5	Q99PL5	P63074	Q3ULM0	Q8BKD6	P0C0L5
P17036	P70388	Q28BP2	Q9D3A8	Q14534	P55008
Q4QR71	A4QNZ7	Q5R5H1	P15253	O00559	O95279
O00370	Q8N264	Q92038	Q60843	Q9QXS1	Q1LYL8
Q8CFV9	Q99020	Q9ER58	Q7T3S5	O46640	Q1LYL8
Q6R3M4	A9JRI0	P50541	O42449	Q9UPV9	Q29S00
Q501X2	Q9Y619	Q9BYE7	Q02643	Q8BUG2	O57474
P03356	P82925	Q9NRZ9	Q8IZJ3	Q7TS63	Q9PUK8
Q07203	Q5RF16	Q92089	O14617	Q8TE57	P21328
Q9H4G4	Q9DED4	Q76NI1	Q56A36	Q62689	Q9CXC9
Q9D0C1	Q9BQA5	A8C754	O75182	A3QK15	P21328
P86229	Q64343	P79152	O95977	Q90WG2	Q9P215
P52794	P83571	Q5XIZ9	P36968	Q6ZNX1	P51817
Q5VZ18	B0LPN4	O00370	Q17QR8	Q5R652	Q6R2W3
O97557	A1A4R8	Q7LHG5	Q6GQU6	Q9UPW8	Q90X49
Q9UKG9	Q76I76	Q91240	F1MCA7	Q11005	Q91ZS8
Q5M8X6	Q6DRD9	Q5U2V5	Q9JI90	A2BHJ4	Q01196
Q1A730	Q5RCR5	I0IUP3	Q7T320	Q6PDD0	B8JLQ9
Q9H6S1	Q5R6R7	Q6NS57	Q8N3S3	Q5U3U4	Q00780
O60688	Q96PZ2	Q06AA4	Q96KR7	Q4ZIN3	Q7ZUH1
O95630	P51464	P04323	P52865	Q1JPJ8	Q7SYE0
Q9ESG5	O43719	Q9I9L7	O02667	Q1L987	Q9Z2S7
Q9BZC7	Q7ZWF4	Q7SZQ4	Q8NEY1	Q6P0H7	Q6R2W3
Q96TA1	Q6DI37	Q9BQ13	P56616	Q96PY6	Q5EA24
B0BNL6	Q9ERW3	Q8HXY4	P19879	Q6R2W3	Q99712
Q6DRJ7	Q99KK7	Q9Z260	Q99542	Q91VS8	Q7SY29
Q4VBE4	Q8C2Q3	Q03422	Q3UHD9	Q6UUV9	Q6DG91
Q96RL7	Q8WY07	Q9CX56	Q3UV55	Q6P2T0	Q80Z30
B1PHQ8	Q0II29	Q6BBL6	Q6NVJ5	Q71N41	B0R160
A5WW08	Q0IHI1	P61150	Q8TAQ2	Q8WXA8	Q8TBK6
P35612	Q569Z5	Q9W720	P80202	Q3KPR5	Q9UHB7
Q803X0	P49069	Q6UWP2	P49136	O95714	Q8BLS7
Q5M8Z0	Q96HQ2	Q6PFL8	O43295	Q9NUJ7	Q99PL5
Q9UBT6	Q8VEJ4	Q01588	Q8BSQ9	Q1RLQ5	P79732
P47749	Q5U4F4	Q86YT5	Q4VSN3	Q9Z111	P54313
Q9BYZ6	P30825	Q5I0D1	Q6NZ13	P10686	P59384
Q9R0D8	Q9JM61	Q9DBG7	Q8AYM7	Q8WU76	Q9NRP7
Q3TNH5	Q86WZ6	P04323	Q9NY47	P52786	Q6P788
Q5RAD6	Q568N4	Q5F2F2	Q9PW70	Q99315	Q6GM86
Q9CQ52	Q6UX15	Q2KHU0	Q5ZM35	P52786	Q9DED4
Q9Y2T3	Q8IXU6	O00400	Q9UKG1	O15067	Q5RFH0
O76080	Q8NBQ7	Q6AZB8	Q3SZF2	P97501	O35569
P14087	Q9NZN5	O15297	Q6NYD1	P47878	Q6P0S3
Q90W33	Q8VBW5	Q3TL44	Q9UBG7	P15924	Q6PFT6
P05546	P08108	B2RZD7	Q00589	Q9Y5C1	O88809
Q5R5K4	Q90773	P50121	Q07427	Q08DP0	O08688
Q3B7D5	Q6GPD0	O55029	P18520	Q9WUR9	Q64303
Q05923	Q8VCX6	Q9QUM9	Q5JYT7	Q5RG45	A3KQ55
Q6NSJ0	O43826	Q9JJL8	Q8C0Y1	Q8I7P9	O93512
Q63ZR6	O43422	A4IG42	P02612	P10394	O95235
Q8C9J3	E9Q3C1	Q5GLZ8	Q9UIW2	Q6TEQ0	Q2M1Z3
Q9Y485	Q5ZKU4	Q5R5J4	Q04281	O95789	Q8AXL1
P51659	Q3ZBL5	A4IHK6	Q9P2N4	Q5RD00	O08807
O54992	Q12979	Q91453	Q7SIG3	P08548	Q6DBU8
Q9Z0L8	Q9Y584	P07746	Q5RDH2	P0CT40	Q86SQ0
Q2KIX1	Q810B6	A8MUU9	A0A0G2K0D3	Q5T011	Q6BBL6
P70274	Q9MZE0	P79335	Q8VHQ3	P02767	P82916
A8Y5U1	Q9CR58	P56389	P49140	P15253	P51464
Q29RQ1	Q66HR2	A0JMF7	Q99JZ7	P04323	A0JN61
Q4R3R9	Q9NR19	P16210	P37234	Q7T3S5	Q4V8Y7
Q2M385	Q5ZIJ9	Q7SY54	Q5I0M0	Q6R2W3	Q9ERW3
Q3UF64	P0C928	Q64302	Q8TB45	O95801	Q69ZW3
Q8NAP1	P97298	P86810	P41134	Q9CYZ8	O89103
O55125	Q86YT5	P30681	Q63ZI0	Q8VHQ9	Q99KK7
P70296	Q6DH26	P14373	O00268	Q6AYL8	O55012
Q3B7D3	Q8R0F5	Q62158	Q9I8W5	Q5TYP4	Q17RY0
Q7SXB3	Q6PBV6	Q08CK1	Q9UHE5	O70142	Q0IHI1
Q802G7	Q6P0F0	P79334	Q9UHE5	Q14151	Q9H0N5
A5WUX7	Q6TEK3	Q9H160	P45433	P11153	Q96HQ2
Q9NQR1	Q6DGQ0	Q3SZJ4	O75325	P11153	Q8TF40
Q8N145	Q9BVK2	Q68CZ6	Q9EQP5	P15253	Q60716
Q68FW8	Q803E1	P51791	E7FDW2	Q9ER38	Q8VEJ4
P13497	A2RV29	Q96G27	Q92823	A8DZH4	Q6DJ83
P43141	Q6P026	Q56I99	P58137	P27545	Q9UJW8
Q5R6J7	Q96L73	O88202	O88737	Q7ZTY7	Q4R6N0
Q8NDA2	P16617	Q24UI6	P10394	P36968	Q9DF58
P43155	Q6DRC5	F1MNN4	Q9DCQ3	O95049	Q86XS5
Q6NYT3	P07746	Q7RTR2	Q8I7P9	Q0V947	Q91ZN7
Q80T32	Q8BT51	Q6EIG3	P21328	Q17QR8	P13596
Q9Y618	Q8HY24	Q6R2W3	Q5SZI1	Q0P483	Q8BGZ2
O73770	Q6AY09	P39963	Q6P3L6	Q8BKF1	Q5RF01
O43347	Q5D016	A0JN92	Q5R5D8	Q90705	Q8BMB0
A2AJ77	A7RZW4	Q64LC9	Q91605	Q96EN9	Q3KR37
A2AJ77	P14708	Q8BXA0	Q9NWH9	Q9LXB8	A2VE52
A0JPF5	Q0VFH6	Q13257	Q32KS7	Q91YN5	Q8BR86
Q9QX47	D3YVF0	Q9H5U6	Q9NBX4	P49321	Q91XM9
Q9UQQ1	P82798	Q5R8R1	P23654	Q7ZVQ8	Q96KN3
P07154	Q08CF3	Q8JIY8	Q2PFU1	Q6AXK4	P97577
Q1RMP9	O42363	P14381	Q553S2	Q501Z5	A3KPA0
Q6GR51	Q0IIM8	B0F9W3	Q6T4R5	Q99PW8	Q2PFW9
B7ZUL2	Q96DH6	Q5BJC4	Q71H61	Q9W6I0	O08678
P05452	P11029	Q12955	Q32NM7	Q5RBM8	P18294
Q8BIY1	O15297	A0A0R4I9Y1	A2AUY4	Q9VKD3	O70138
Q5BJ39	Q0VC74	A0A0R4I9Y1	Q7SZ59	P56616	Q9JIQ8
Q86SQ9	Q9JHT5	A0A0R4I9Y1	P80405	P52435	O60469
Q9H9G7	Q0IID7	P12785	Q63HK5	A0A0R4IKJ1	O43826
Q15853	P30044	A8WFU8	Q59I64	Q16842	O43422
Q9NBX4	Q155U0	Q80WE4	Q11212	Q3UHD9	B2GUT4
Q7RTR2	O76062	Q95KE5	P31942	A0N0X6	Q9ULJ3
Q3ZC25	Q08C84	Q96RR1	Q923L3	Q9H8H3	Q6TJY3
Q6PHD9	Q99JX3	Q25460	Q4V9Y5	Q08DA8	Q6NWE0
Q13485	P13821	P14373	Q15911	Q9PTU6	A8KB34
P10394	P49321	Q6DD51	Q924W6	Q01433	O13076
Q8IXT5	P53612	Q9Y2W6	Q8JFQ2	Q90459	Q9MZE0
Q1LYL8	G3V9R8	P50237	O43903	Q5T2N8	Q8BNA6
O93343	Q3U2U7	Q9ESG9	Q7T3D0	Q2TBR2	Q8BHX1
Q5RC10	Q8UVJ6	Q7UP05	Q8BMF8	Q9NZQ3	Q5F4B8
P51650	Q6NYG8	P81004	Q9R087	O95793	Q2TBM7
Q3SYU3	P28738	Q92038	P54758	P50147	Q80TQ5
Q90417	P48055	Q5U2W9	E9Q4F7	Q12774	Q9DCT6
P0C0L5	P51892	Q6DRN3	P21328	Q6DGG1	Q5QNS5
Q9N179	A0A2P1BRQ0	Q8JZU0	Q588U8	Q5ZM35	Q98TZ8
P13821	A0ZSK3	Q75Q41	Q91572	Q3SZF2	Q71R50
Q99570	Q8BTR5	Q8BVY0	Q99N27	Q99PI4	Q5R5N6
Q9HB90	O43292	Q9UIC8	Q96RK4	Q8N302	Q6NTY6
O14645	Q05519	P56405	P61622	Q8BYK4	P84096
P21328	Q8R001	Q8CHP8	Q9JIT3	P28840	P70302
Q95SX7	P30664	Q8N5M1	O75925	Q28EG9	Q6PAQ9
O96006	P51166	Q8K4R9	P39447	Q6ZSB9	Q6R5N8
Q9P215	Q56A55	F1NQJ3	Q6A044	Q6RHR9	P07746
E9QAG8	Q5ZI74	Q28ER3	A0A2R8QPS5	Q60457	P62264
Q6ZMW2	P09093	A2ACJ2	Q99K41	Q61990	Q92870
P15589	Q96S55	Q8R3E3	Q09004	Q6NYJ3	Q8HY24
Q08623	Q04637	O15403	P13608	P37234	Q5D016
Q8BKC5	P35525	Q4KMD7	A1L1S5	Q9D7V9	Q8WXS8
Q92786	Q4KME6	Q2PW47	O08755	Q96SB4	Q90691
Q00780	P10417	Q5F334	P0DTE4	P23767	P82347
Q9H3L0	Q61789	Q66HA4	Q8BYH8	Q98UK5	B2GV47
Q7SYE0	Q9PTW9	Q08DD7	Q7ZYX1	Q8C9B9	P26041
Q1L864	P85108	Q91XF0	Q5M872	Q63ZI0	Q7Z417
Q5HZF2	Q3UHH2	O75154	Q9UP95	Q07973	Q14119
Q8K3M6	B0K019	Q99P84	Q91YK0	Q7ZVX6	Q53EL9
Q7SY29	Q5SGD2	P63081	Q9QYJ0	P09215	Q9UKZ9
Q92090	Q16820	Q6R2W3	Q80TR4	Q9UHJ3	Q08C84
P10394	Q9C099	P79739	Q7KZN9	Q9GLY5	P91443
Q5RDN9	P51910	Q8CA03	Q9NTM9	Q7T2L7	P13821
Q80Z30	Q6ZSZ5	B5KFM4	Q6NZN1	Q5ZLX4	P28575
O18973	Q13459	Q5U3U0	Q9YGC1	Q6NUT7	P49321
Q00972	Q9NPI5	O57594	Q9WUK7	P02543	P51683
P04323	Q4R4T9	Q03249	Q6MFZ5	Q5U458	P51680
P03968	Q9N179	Q9Z2F7	Q1XHU0	Q9Y2H5	Q4ZHA6
Q01613	Q9QXG4	P97682	Q08C93	P21328	Q6PBV4
P29773	A0ZSK3	Q4QQT6	Q6MFZ5	A4D0S4	H9D1R1
P20825	Q6PF24	P54727	O95817	Q5SZI1	A4IFD0
P79732	Q6NYF0	Q7ZVP8	P20849	P11369	Q5R6L8
Q5HZ92	Q9W705	Q6BZH1	Q91YN9	E7F211	Q90YR6
P02714	Q8VHQ9	P36406	Q08BJ2	Q99315	Q9NRG7
Q8N4C8	Q5ZI69	A0A0H2WHF1	Q6GM78	Q02084	Q14934
A3RK74	F6ZDS4	Q8JHJ2	Q92576	Q0VF96	Q63ZU3
Q9JHY1	Q8NHY2	Q8BFR4	Q14993	O43315	Q8UVJ6
Q8BGG7	P58239	Q8HXS3	Q13395	Q8WYP5	P23492
Q9NRP7	O89110	O70293	Q03350	Q9NBX4	P28738
Q6P788	Q9JHX4	Q9D4V0	A1XQX0	P23654	P35072
A8MT65	O89110	P17716	Q53RD9	Q66PG1	Q8K4L3
O57379	Q498J7	Q9QYE2	A1A4N1	O75096	Q96J84
O35569	Q91628	Q91431	Q5SZD4	Q7Z401	Q17QR8
O88809	Q9H8Y8	Q2HJ56	Q9NPJ1	Q5RJH2	P00745
P35072	P51178	Q9ESN2	Q80ZU9	P46019	Q8BTR5
O93512	Q8VCM5	B9EJI9	Q6VY07	P07589	Q8R001
O95235	P63320	Q99KQ4	Q6L711	P11722	P30664
Q2M1Z3	P27092	O43663	P58365	Q8C0D5	Q3T904
Q8AXL1	A6QPU5	G3H0N9	A2VDF0	Q99963	A2AAJ9
O08807	Q9PTS2	O35817	P37206	Q1L990	P09093
P49584	P51162	Q6P158	Q78EA7	O88685	F1M4A4
Q86SQ0	Q17QN2	Q502X0	Q14134	P14381	Q7T381
Q8N6F8	Q6DHN0	B0UXP9	Q1EGL2	Q3B8Q1	Q62623
P22458	Q60843	Q9I8E6	Q8AYS8	O95373	P35525
P51464	O14744	A7XUY5	Q6UFS5	Q9Y4D2	Q5PQL7
Q12981	Q14296	Q9NZJ4	Q9HCI6	P59889	Q62280
Q8IUR6	Q0IIF7	P04323	Q5U538	A4IG72	Q9PTW9
P07550	Q4RWX9	Q91060	Q7TSX5	Q5F416	Q90275
P25155	Q9ESN4	O70628	Q76N32	Q6NYP0	P55849
P70684	B0JZP3	Q658P3	Q8R0V5	Q3SZR9	P85108
P21328	Q09632	Q04095	O76050	Q5RAL9	Q9NPB9
Q9GKT2	Q9CZW4	B0S8I0	P00516	Q9H8U3	B0K019
P11493	Q7Z6M4	Q2EMV9	O43301	P50053	Q91636
Q8K201	P0DPD7	Q8CAS9	Q8IV61	P26801	P62341
Q9Z0E8	Q80UF7	Q2EMV9	Q8IVE3	Q7ZVV1	Q6GLU8
Q8VEJ4	Q9BZW4	Q7ZV60	A4IIN5	P07224	P51910
P27105	Q6NXE6	P0C8S0	Q5U3F8	A6QP81	Q9NPI5
Q4R6N0	Q62203	Q6IQE9	Q9H165	Q64514	Q7SZC5
Q1L8J7	Q90891	Q8NBP5	Q86UR5	P51661	H2N0D4
Q6ZM89	F1Q8W0	Q9Z1W9	Q5ZJQ8	Q8CGC7	P12107
O57429	Q9YHX4	Q8R5F7	Q9H694	O95995	Q6PCS4
P13596	Q92753	Q5R1S9	P41984	Q7TSQ1	Q9DGH0
Q3KR37	Q6GL10	Q7SZK7	P14381	A8DZE7	Q9QXG4
P50552	P36968	Q8NB91	Q6A065	Q9NSC2	Q6P1N0
Q9HCH5	Q4VBS4	P51810	Q99315	Q91YK0	A0ZSK3
Q9U281	Q8R5B6	Q8WWX0	O95789	Q3U3Q1	Q5R636
Q2PFW9	P11023	A8E0Y8	P04323	Q1M161	A8DZH4
Q2M3D2	Q4R319	Q803W1	Q96FA3	Q9H9E3	Q86TH1
O08678	Q9H582	Q9D0M2	P17036	Q58G59	Q6GQ22
P18294	Q8BGR2	O35867	Q91453	Q5ZLG9	P58239
Q1LV17	O08874	Q8WXR4	Q9M2U3	Q8N2H3	Q4R8T9
Q8IYU8	O95832	Q9JHP7	E7FAP1	B8A4F0	O89110
O60469	P35072	Q4SBY6	P39880	Q03468	Q9JHX4
B2GUT4	Q6NWA8	P17178	P54921	B8JKD7	O88407
Q2KHS5	P22680	Q91Y78	Q1L9A2	Q6PCR7	Q498J7
Q9ERK0	Q4QRD7	Q9GZU5	Q7TSH6	P20108	Q99MZ7
O13076	P02976	Q969Y0	Q60610	Q6MFZ5	Q90YT0
Q4KKX4	Q07498	P35072	Q38PU4	Q5PQN1	P15988
Q9CXS4	A0M8U1	Q460N5	A3RK74	Q8N6G5	P20785
O43149	Q90YH9	Q460N5	Q80VF6	Q96LT4	Q5JVG2
Q2VPU4	P09954	Q2EMV9	Q1L8J7	Q03001	Q5RES1
O13224	Q08705	Q86UK0	Q9WTM2	Q9Y4E5	Q96LJ7
P97303	Q9BYB0	Q0VCL9	Q67FY3	Q91YN9	P27092
Q13009	D4A9R4	Q9UKE5	Q5REQ8	Q9ULC3	Q6DRD4
Q5F4B8	Q25060	A4QP31	Q6IS24	Q7RTR2	Q9UQB3
P0DOY1	P48375	P81999	P12938	Q96DZ1	Q95M30
Q5R5U3	Q86YS7	Q5ZL72	Q58L93	Q53RD9	B8JLQ0
Q2TBM7	Q6DFC2	Q3U9G9	Q90YT3	Q3TWI9	A7YWU3
Q8JG30	O88484	P19835	Q6IQS6	Q9JJG0	Q921M7
Q5XG04	Q7ZW38	Q91918	Q8JZX9	Q9BX93	Q8R0N6
Q8BWA8	P51665	Q1XHU0	Q6ZMW2	Q9D8U8	P70335
Q5R8M1	Q8TBB5	Q8K4T4	Q9Y257	A1A5F2	Q0VC00
Q9DCT6	P18334	Q9NQT8	Q2PFW9	Q63184	P11273
O00189	Q9NUJ3	Q921V5	Q6Y288	Q63184	Q9QYN5
Q9UHJ6	Q86Z02	Q1XHU0	P0DPB3	Q502B3	Q9UBQ6
Q98TZ8	P16423	Q1XHU0	Q32LQ6	Q9P2F8	Q9QZS0
Q9CQK1	Q6P5M2	Q6MFZ5	Q0P5B7	Q6P878	G3X745
Q6NTY6	P49918	P14380	Q0NXR6	B2GUE2	Q91736
P35290	A0JNG0	Q96S38	A3KPA0	P05165	P61227
Q5RED0	A0JNG0	Q9UGP8	E7FEV0	O60260	Q96RG2
Q2WG80	Q5ZJ87	Q9HCM9	Q24117	Q3B8G4	O73737
Q6R5N8	P21328	Q9NVS2	Q7Z2X4	Q5VUA4	Q8C1B1
P36514	Q28DF4	Q9WV59	Q5EXX3	Q8IWT3	Q6GNM6
P36514	P51857	Q5J316	Q9H239	Q6DH88	Q9QZH4
P36514	Q2YDF6	Q9Y6A2	O18767	Q5ZIH3	Q80YT7
Q15797	Q8BYL4	P20825	P18756	P15513	Q4V8J7
Q9DDD5	P37232	Q00688	Q8IZU9	Q6P950	Q29503
Q2PG08	Q96PZ0	Q9JI99	O94868	Q3T061	F1NWE3
P62264	F1QCV2	Q6DI51	Q0VH32	Q561Y0	Q4VBS4
P08116	Q9HBI1	Q9HBF4	Q03164	Q6VBQ6	Q0VD50
P98073	Q8BH18	A9LMC0	P53453	Q64151	P11023
Q5BJJ6	Q7SXN5	Q3ZBE1	P21329	P59723	E7E2N8
A0A1L8GR68	Q9Y3E0	P60901	O00461	P25007	Q08094
Q63486	Q7ZW46	P79733	Q6GN15	Q9HCI6	Q4R319
Q9N2I9	Q9Z248	Q6DHU8	P63144	Q6GQV7	Q9H582
Q99743	Q62865	B1WB06	Q8BMA5	O43184	Q91Y81
P26041	A2RRT3	Q6DHR8	P20825	Q6NY64	Q3SZE3
Q61097	Q9NVI1	Q6TH01	P13731	P50541	P07357
Q14119	Q91684	O95861	Q02846	Q9QYB5	Q1RMR1
O92815	Q08CA1	Q6GQJ7	Q5R5C5	Q1LYG0	P21328
Q66KV4	Q8BRK9	O95835	Q9JJ79	P00516	O15539
E7F221	Q32PZ3	Q922D8	Q6R5N8	Q3ZBY7	P62484
Q503Y4	Q7Z628	O43683	Q9WUQ1	Q76NI1	Q9JJV2
P61406	P69084	Q91YX5	Q90476	Q8TDS4	P02976
P91443	Q5PRA2	P51955	Q7ZTU9	Q9H165	Q7T3S5
Q6AXS5	Q504N0	Q9Y6M5	Q8VD00	Q5D013	P10394
Q62904	Q8NDV3	Q9BWD1	P11369	F1QN48	Q59I64
Q7SYM0	Q9QXL2	Q6R2W3	Q8R508	Q14746	Q01713
Q4ZHA6	Q16254	P51916	Q8R5B6	P20825	Q9YGM8
Q8N3Y7	Q9NQ89	Q5SPF7	Q9HBF4	Q3U1V8	Q90YH9
A4IFD0	O36015	Q9NP78	O08919	O75132	P09954
Q5R6L8	Q95107	Q803H4	O57524	Q803J8	D4A9R4
Q8HXY8	A8E657	P97675	O35400	Q28C74	Q3UZV7
Q90YR6	Q920A7	P09244	Q6PBI5	Q9H222	B5X4E0
Q9NRG7	Q2KHY5	Q95460	Q14119	P58467	Q3MHQ0
Q14934	P97305	P79955	P04323	Q5U2V5	Q8BIE6
Q99315	Q6AZD4	O15209	Q91VA6	Q16851	B5XG43
P48055	Q6PCD5	P05452	Q8CI12	Q9M2U3	P20142
Q6R2W3	Q5XXA6	Q6AZB8	A2ASS6	Q9H840	O54783
O00303	Q05AK6	Q5RFR6	Q6IE52	Q68EV6	Q7ZW38
Q9BUR5	E1C1U1	O42364	Q6H236	Q91YM2	Q99P30
Q98989	E7EXZ6	E2RE76	Q63931	Q5R686	Q8MH63
Q17QR8	Q13569	Q05469	P04323	Q90YA8	Q9Y2D0
P00745	Q8N0U4	Q8I7P9	D3ZQJ0	Q08BB1	Q9P2F9
O75071	Q811U3	Q15427	O94855	Q5BLF0	B2RU80
P59913	P47237	Q6DHU1	P43883	Q5SGD2	Q12769
Q8TDY2	Q9H0J9	Q96KP4	Q8BLI0	Q9I9L7	Q5CZR5
Q3T904	F1QH17	Q1JPY5	Q5XI01	Q80WQ4	A0A2R9YJI3
A2AAJ9	Q0IIC2	O35685	Q8IWK6	P28606	Q69ZL1
P31006	Q1LVN8	Q3TDQ1	Q8HYN7	Q8N0X7	Q5CZR5
Q0P4A7	Q49AM1	P61025	Q5BJW5	Q68FP9	Q90459
Q15306	Q9EQC0	Q58DR5	O97827	P46065	P56945
Q566R7	Q4R761	P35033	P20825	Q9NZM4	P51511
Q05546	Q7ZW00	P51859	P41233	O35054	Q4VAA7
Q8BIQ3	Q92621	Q5R6X7	Q8HYN7	O35293	Q4VAA7
F1M4A4	Q1LUT1	Q96JG6	Q9XST2	Q6P7W2	Q9PT92
P41689	Q90WJ8	Q5XJA0	Q794F9	Q16760	P0CF24
Q62623	Q80X66	Q9YGS0	Q86YW7	Q6NWK2	P31646
Q6P5G6	Q6YGZ5	Q28E61	Q53HC5	Q9JIQ3	Q8BYL4
Q92079	Q7Z4H8	Q6R5N8	Q9D236	Q96DR7	Q8BH18
Q92079	Q0P487	Q767K8	Q5H8C1	Q05B79	Q7ZXP0
Q5PQL7	Q7ZU29	A0JPB1	P55803	Q802Y8	Q8AXZ4
P55849	Q06985	Q9NQW6	Q80Y50	A1L1P9	P35331
P21743	Q7LHG5	Q0VCC1	Q9HCU0	Q6GPJ4	P07738
Q99PI5	Q1LVE8	Q922M5	Q9H3P2	Q14667	Q06176
Q8K482	P50475	Q99315	O70303	Q8K4C8	Q6P0C7
P27447	Q6P0I8	Q6PBK1	Q5RES1	O00291	P97300
A5PMY6	Q01134	Q04637	P37285	Q66IH2	P78509
P22897	Q7ZT01	Q8TE73	Q8N5Z0	Q6P5U7	O75747
Q9BQS8	Q9HBH1	P18700	E7FCN8	Q96PE2	Q9Z0X4
Q9H4B4	Q9GZX3	Q5RA42	Q9TTK0	Q14162	E7EZG2
Q60855	P97760	Q5ZMJ7	Q6ING9	Q5IS46	Q9R1P0
Q2HWU3	Q1LWV7	Q9BYJ1	P04323	Q99574	Q60529
Q60843	Q1LUE5	Q6DBX4	Q9BGL2	O43451	Q5ZEQ8
P09495	P0C6T1	P58369	Q16760	Q5R9K4	Q6DIV5
A4IFW2	Q9BXW7	P07607	P97769	Q6PQD5	Q7Z628
B0UYI1	Q9Z210	Q03400	Q6X936	Q9NZJ4	P69084
Q7SZC5	Q9Y4G6	Q8VI75	Q96PQ0	A5PJX7	Q8BW96
Q8N7N5	Q9Y2Y9	C3KJE6	P70691	P13731	P41970
H2N0D4	P70550	Q3SZV5	O15534	P53634	Q6IV56
P12107	Q8WW22	O95427	P04323	Q6V9H4	Q504N0
Q5R601	Q55BI2	Q6NW52	P20825	Q95K79	Q8NDV3
Q8CD54	O43293	Q28DB5	P56391	Q86UU1	Q9WV07
Q5ZK82	Q8K4Q6	O14841	Q99102	Q6UX07	Q5E9R0
P27925	Q6NW85	P36633	P52186	Q8VD00	Q6AZL2
A8DZH4	Q3TEI4	E7FH61	P56270	Q8R508	Q7Z614
P05712	Q96SY0	Q91453	Q5R5W0	Q6DH46	Q8WP19
A0A3Q2HW92	A5WWB6	Q9UL46	B5XAM2	Q6DG32	Q80WM5
Q803I4	A6NNL5	Q99NI3	Q9YIB4	Q9JJL8	P79385
Q9JHX4	P38935	Q49LS6	Q7L7V1	P56817	E1C1U1
Q99MZ7	Q803M5	Q25060	Q9ULZ9	O43826	B2GUW6
Q90YT0	O94986		A1XQX0	Q5GLZ8	Q6DRL4
P15988	Q8HZK2		P97687	Q5ISE2	Q9CXD9
P20785	Q2KHR2		P57788	P57678	Q9HCM3
Q8BGQ2	Q80V94		A5D6R3	Q9DG02	Q765P7
Q4R7G8	P35072		O94844	Q5HY64	O42376
P08548	Q9R1P4		Q5R4U0	Q9DDE3	Q9EQC0
Q5RES1	Q9EQX9		Q90ZY4	Q52KU6	Q0P4D1
Q9JJ93	Q9NW08		O95466	Q15070	Q9BXF3
Q96LJ7	Q7ZVK3		P50237	Q8N0Z6	Q501V0
Q80W88	Q1LW01		Q9NXV2	D3ZQJ0	Q90WJ8
Q9UQB3	P35565		Q05910	Q8BLI0	P35072
Q924U5	P35129		Q641F0	Q8HYN7	Q7ZXF5
Q8R0N6	Q2TAQ1		P15120	Q4KLT3	Q9UBP4
Q5R819	Q32LB9		Q29RA3	Q92143	P52181
Q804S5	Q3T0E1		P54985	P58158	P52181
P11273	C0H906		Q8TDM6	P15305	P52181
Q9QYN5	P70076		Q9Y662	A2AKM2	Q66I61
Q567Y6	Q5R511		F1QWZ4	P35072	C0H8I2
B0JZP3	Q3ZT31		Q8BW74	Q63321	A1L1R6
Q14258	P56520		P54001	B5DGQ7	A1L1R6
Q9QZS0	P22304		Q76N33	P42337	Q06985
Q91736	Q8HXH0		Q5VYY1	A0JMF1	Q1LVE8
P16239	Q4V921		B0BTA9	Q62158	Q66IV5
Q56A24	Q803I8		Q6ZM86	Q99MS7	Q8CHT6
O73737	Q8C3X4		Q3KR97	Q08CK1	Q7ZT01
Q66L44	Q5XIQ3		Q641X1	Q6IQ97	Q6UX06
Q91605	Q20A00		D3ZU96	Q9H160	Q07081
Q8AXV0	P58797		Q14168	Q9H160	Q14019
Q6P9Z4	Q86UA1		Q6V4S5	Q86X76	Q8NGH9
Q6NWK2	P33611		Q5R1W5	O75121	Q9GZX3
P62494	P62489		Q5ZKH4	Q9C086	Q7T316
Q5CZR5	P04323		Q6IN84	Q800L6	Q9DBH0
Q96G23	Q9NBX4		Q1KKW7	Q8NHU3	A2AV37
Q9NXJ5	O96006		Q61985	Q9VSS1	Q8I034
Q6UUV9	Q6IR55		P70062	Q6ING9	P0C6T1
P02680	Q8VC74		Q96L42	Q9JHU5	Q6DHG8
Q9HCE9	O76094		Q5ZI67	Q6ZNB6	Q5IS37
Q5ZK14	Q7ZVE0		P05106	A4IHB9	Q9D1Q1
Q7ZV90	Q13151		Q3UFY7	Q6EIG3	P08069
P24523	Q9UMS4		P0A962	P04323	Q70IV5
