Cold_Downregulated	Cold_Upregulated	Cool_Downregulated	Cool_Upregulated	Warm_Downregulated	Warm_Upregulated
Q5RJW5	Q8N0X2				P52826
P35295					O35460
Q7SIB2					Q8JHH5
A4IHG1					Q9DF50
Q95LH1					Q8HWB0
Q8BIK4					Q5T4T1
Q90328					Q6P825
Q8AVH7					P35031
P21329					Q28362
Q96MB7					Q6DHK1
Q8VEE0					P53788
Q16236					Q61003
A8WG43					P10790
Q5RB68					Q5ZKM0
Q8CGR7					P58374
Q68FH0					Q5PQN0
P20718					Q5PQQ7
P20718					Q5BKX6
Q5BL35					Q9D9I4
Q4SBY6					Q6P5W5
Q8HZU0					O94761
Q5R9I5					F1QIC4
Q2KJ96					A2A884
Q6GNV7					Q96LR5
A0PJE2					P79944
O60343					P55036
O35738					P61025
Q8WVM7					P08207
Q6P0V6					Q99MY8
Q5NC05					P35033
Q61371					P51859
Q5RET2					Q7Z5Y6
Q9JJ74					Q7Z408
Q6GPJ8					O95886
Q8IZ52					Q2KIM0
Q9JI18					P30568
P54922					Q76LL6
Q8AXQ3					Q62687
Q86UK0					O88576
O42410					Q4KTA7
Q61527					Q66J54
Q6P0G6					E7FAM5
A0MS83					Q8CGM1
Q5F3A2					Q496Z2
P21328					Q1KL12
Q8N4C7					Q9PWD3
Q99JW4					Q9Y4A8
P43347					Q58DM7
Q6P3R8					O93484
Q7ZW24					P34275
Q6P698					Q7YRQ8
Q90YT7					O08893
Q6P268					P03934
Q1L5Z9					Q9ESF4
Q99315					Q3T178
Q5ZHW4					Q5ZM65
Q567E6					Q5R467
B2RXR6					Q9CQR4
Q9D379					P05413
Q3U9G9					Q9YGS0
Q2JII9					P26769
P13944					Q29513
Q1XHU0					O95295
Q1XHU0					A3KPW9
Q1XHU0					Q791N7
Q1XHU0					A0JPB1
P14373					Q5ZIV9
Q66J78					P35072
Q6NVL5					Q9NQW6
Q71U07					Q91V33
A3KQV2					Q8NFW1
Q9Y385					Q16842
Q5SNQ9					Q28IM6
Q8VHH7					Q2KJC8
A0A452G813					Q08CH8
F7E235					Q6PHL4
Q9Y6A2					P26261
Q5BKK4					Q5JXM2
Q66I21					Q92556
Q9Z191					E2RQ15
P63324					Q61909
B0JZV4					O35484
Q9NPB8					Q32LE4
P59113					P62315
Q9P1V8					Q922M5
P62865					Q7SVK7
Q9Y5Z4					P04323
Q90YP2					A8QMS7
B0DOB5					Q863I2
Q9JI99					P10043
P53450					A1L259
Q8WYK2					P14381
F1QW76					Q13946
Q3T0A0					Q6PCS4
Q6ZPV2					Q61245
Q5SPB6					Q6AXL3
Q9NR61					Q8TE73
Q9HBF4					P25095
Q5RGU1					P15086
Q8R491					P08217
P10242					Q0P6D2
Q9QXQ1					P51812
Q60997					Q5XGE9
Q8BLU0					Q5ZMJ7
Q5R5C9					Q70Z35
Q91896					Q9NBX4
Q8K1S5					Q9BYJ1
O00214					Q6DFG0
Q07352					Q8C419
Q62053					Q9QZM5
P10394					Q6DBX4
Q8N357					Q86SE5
Q8BUV3					P20456
Q8CGQ8					Q8IZU8
P0CB74					Q61602
P80010					Q8BHE4
Q07113					Q9UG63
Q9Y240					Q6P9Z1
Q5RFW0					P07607
Q6DHU8					A5PMY6
Q5SPR8					Q99315
P05371					P19878
Q6TGV7					Q96AQ8
Q9UBI9					P23403
Q1M199					Q1LZ95
Q66KG0					Q8QFX6
P52161					Q9P266
Q9NPB0					Q8BIA3
Q5I085					P12607
Q3TTY0					P21328
Q4R4Q6					P48674
Q53H80					Q91W90
Q96WV6					Q04906
Q8BK64					O75340
Q5TYV4					C3KJE6
Q0GNC1					Q8R4C4
A1L390					Q7SZU9
P0DN12					Q96I34
O43683					O95980
P31629					Q9C0A1
Q5RIV4					E7FH61
Q6AZB8					Q9D4P0
Q7T3C7					Q811A3
P02750					P30684
Q63081					Q6GLY8
P04114					Q00725
Q5I0X7					Q5R628
P0DMJ5					Q86VV8
Q2Q0I9					Q6PKX4
P10394					Q6DED0
Q5ZKH0					Q25060
Q03933					P11678
Q9QZI8					
P04323					
Q1W6H9					
Q4R372					
P51915					
Q7T047					
P51915					
P0CT43					
Q6R2W3					
P0CT40					
P54149					
Q7RTR2					
Q17R14					
Q91453					
P14381					
P62271					
A7KII6					
Q3T112					
Q7RTR2					
Q803H4					
B3DHU2					
Q95SX7					
Q8VCC9					
Q6GN16					
Q28824					
Q9H0J4					
P01895					
C0HBB2					
P14380					
Q6EKJ0					
P79955					
O15209					
A0A1W2PQ73					
Q6PCJ9					
P46782					
Q7Z5L3					
Q8JHH5					
Q9DF50					
Q5T4T1					
P15822					
Q8R4V0					
Q28362					
Q6DHK1					
Q6AZD3					
B5X4H8					
Q61003					
Q90YV7					
O95372					
Q08BN9					
Q6UFZ9					
Q56TU0					
Q5PQQ7					
O75907					
Q6P5W5					
A2A9F4					
A2A884					
Q9QZI9					
P54227					
Q96LR5					
Q9BXB5					
P79944					
Q6NYI0					
Q96G23					
Q8R2N1					
Q1L8T5					
P08207					
Q3T0B7					
Q1L8L9					
Q7Z408					
P17164					
Q2KIM0					
P30568					
P30568					
Q76LL6					
O88576					
Q1LWL8					
Q9NBX4					
Q66J54					
Q8CGM1					
Q496Z2					
Q5R5E7					
Q9PWD2					
Q9WV71					
O93484					
P34275					
Q7YRQ8					
O08893					
Q9ESF4					
P26769					
O95295					
Q8BG60					
P23438					
Q8VDF3					
Q6R5N8					
Q6GLQ4					
Q9BT49					
Q9NPR2					
P61214					
O94880					
Q1LWC2					
Q9NQW6					
Q8NCT3					
A4IFA3					
Q16842					
Q28IM6					
Q8WUM4					
Q08CH8					
Q6PHL4					
A4FVJ7					
Q92556					
E2RQ15					
Q1LUC3					
M0RC99					
O35484					
Q9JJV9					
Q12797					
Q7SVK7					
P30415					
P04323					
P21328					
C7EXK4					
Q9UPY6					
A1L259					
P14381					
Q58A45					
P0C862					
Q5R6R2					
Q13946					
O35600					
Q6NWG4					
Q6AXL3					
Q8TE73					
P13388					
Q9BQQ3					
Q8BGQ2					
Q5PZ43					
O95363					
Q9CW07					
Q0P6D2					
Q3T0Q0					
Q5ZMJ7					
O54967					
Q92820					
Q9UJW8					
Q9BH05					
Q8C419					
Q6PFT9					
Q9QZM5					
Q502L1					
Q6DBX4					
Q9HBH5					
Q86SE5					
Q562C6					
P23347					
O75608					
Q7T339					
Q6P5D8					
Q6INX4					
P70284					
Q58NQ5					
O93274					
Q7ZUK7					
Q8BIA3					
Q6DHC1					
P21328					
O75131					
O75131					
Q9H0M0					
Q8K1N2					
P10394					
Q7TQP0					
Q5W041					
Q29RV1					
Q96I34					
Q9C0A1					
Q7RTR2					
A0ZSK4					
P0CI65					
B1H2T2					
Q811A3					
Q8BLB7					
Q8CD54					
P20825					
Q9Y6D6					
Q7LHG5					
Q9UM44					
P50591					
Q00725					
B0V1P1					
Q7ZW47					
Q7TP52					
P11246					
P46896					
P11678					
