Cold (0degC)	Cool (5degC)	Warm (16degC)
132470601		132445536
132470605		132445529
132470609		132445555
132470823		132445527
132470538		132445503
132470826		132445526
132470293		132445524
132470569		132445708
132470568		132445750
132470699		132475469
132470532		132475691
132470534		132445712
132470955		132475647
132470375		132475656
132470654		132475544
132470319		132475623
132470325		132475570
132470318		132475615
132470328		132475633
132470329		132475586
132470463		132475579
132470466		132475617
132470467		132475556
132470462		132475560
132470736		132475592
132470096		132475603
132470134		132445816
132470196		132445818
132470098		132475625
132470171		132475575
132470131		132475624
132470169		132445730
132470173		132475535
132470122		132445732
132470172		132475543
132470197		132475576
132470194		132475588
132470961		132475557
132470113		132475537
132470093		132475529
132470186		132475618
132470145		132445738
132470205		132475828
132470160		132475846
132470132		132475848
132470147		132475819
132470175		132475863
132470153		132475853
132470166		132475864
132470223		132475826
132470191		132475806
132470214		132475845
132470558		132475865
132470965		132475851
132470717		132475859
132471216		132475829
132471215		132475860
132470788		132475794
132470790		132475797
132471176		132475796
132471165		132475836
132471174		132475831
132470881		132475816
132470639		132475833
132470286		132475803
132470284		132475800
132471151		132475793
132471150		132475810
132471148		132475825
132470657		132475682
132471175		132475685
132471177		132475688
132471154		132445667
132471156		132445671
132471159		132445745
132471258		132445677
132471261		132445675
132471180		132445664
132471057		132445670
132470547		132445661
132471054		132475771
132470973		132475440
132470053		132475447
132471204		132475481
132471202		132475700
132471201		132475784
132471199		132475737
132470833		132475484
132470831		132475873
132470412		132475874
132470416		132475875
132470419		132445747
132470421		132475872
132470418		132445468
132470410		132445457
132470408		132475473
132470411		132475442
132470744		132475445
132470530		132475697
132470587		132445569
132470259		132445568
132471046		132445655
132470360		132475898
132470356		132475675
132470361		132445759
132470358		132475721
132470686		132475728
132470446		132445761
132470448		132445790
132470445		132445789
132470447		132445788
132470739		132445796
132470233		132475719
132470232		132475497
132470632		132445565
132470637		132445593
132470634		132475712
132470635		132475715
132471020		132475706
132470753		132445443
132470827		132445449
132470805		132445448
132470806		132475916
132471126		132475920
132470340		132475952
132470989		132475903
132470990		132475939
132470892		132475927
132470580		132475918
132471024		132475959
132470871		132475956
132471113		132475934
132471114		132475937
132470454		132475922
132471196		132475933
132470059		132475948
132470056		132475949
132471228		132475943
132471227		132475946
132470084		132445774
132470494		132475941
132470496		132475905
132470760		132475906
132470721		132445775
132470572		132475677
132470723		132475668
132470725		132445777
132470724		132475666
132471249		132445778
132470570		132445441
132470561		132475430
132470562		132445781
132470565		132475902
132471029		132445784
132471032		132475514
132471031		132475517
132470406		132475750
132470352		132445635
132471028		132445564
132471030		132475457
132470506		132475739
132470512		132445624
132470511		132445583
132470510		132475477
132471110		132475471
132471111		132475743
132471308		132475787
132470817		132475502
132470815		132475504
132470816		132447088
132470504		132446727
132471006		132446230
132471125		132445964
132470348		132445970
132470545		132446644
132471130		132446606
132471253		132447053
132471254		132447079
132470440		132447080
132471048		132446731
132471050		132447051
132471051		132447052
132470866		132447050
132470708		132447067
132470707		132447068
132470712		132447061
132470785		132446257
132470681		132447036
132470683		132446841
132470685		132446863
132470243		132446958
132471241		132446954
132471244		132446900
132471068		132446921
132471067		132446968
132470627		132446860
132470629		132446942
132470305		132446855
132470704		132446969
132470644		132446964
132470646		132446847
132470647		132446974
132470343		132446987
132470344		132446986
132470346		132446922
132471074		132446952
132471141		132446907
132470661		132446768
132470663		132446891
132470249		132446938
132470924		132446897
132470923		132446846
132470922		132446956
132470921		132446879
132470927		132446750
132470938		132446746
132470943		132446732
132470934		132445972
132470933		132445973
132470931		132446771
132470936		132446740
132470593		132446736
132471078		132446342
132470283		132446733
132470281		132446074
132470398		132446070
132470397		132446067
132470748		132446461
132470729		132446292
132470877		132446474
132470728		132445996
132470754		132446160
132470730		132446365
132470705		132446329
132471019		132446608
132471280		132446610
132470690		132446340
132471121		132446781
132471079		132446282
132470589		132446691
132470351		132446454
132470336		132446456
132470616		132446836
132470612		132446159
132470618		132446398
132470620		132446402
132471096		132445954
132470671		132446161
132471263		132446001
132471264		132446273
132470255		132446274
132470381		132446269
132470391		132446542
132470386		132446630
132470389		132445980
132470385		132446434
132470660		132446100
132470063		132446101
132470772		132446104
132470074		132446106
132470703		132446215
132471192		132446151
132471191		132446123
132470490		132446086
132470486		132446087
132470484		132446261
132471059		132446287
132472367		132446211
132471830		132446212
132471909		132446311
132471904		132446129
132471947		132446793
132472369		132446794
132471903		132446445
132471939		132446443
132471925		132445958
132471917		132446122
132471886		132446585
132471899		132446592
132471922		132446582
132472526		132446717
132472524		132446239
132472379		132446579
132472020		132446593
132472021		132446030
132472426		132445990
132471603		132446570
132471606		132446572
132471605		132446575
132472498		132446798
132472497		132446247
132472496		132446638
132472003		132446088
132471685		132446210
132471862		132446619
132471497		132446620
132471727		132446243
132472658		132445978
132472657		132445977
132472659		132446566
132471978		132447090
132471616		132445987
132471615		132446077
132471487		132446668
132472188		132447020
132471749		132446803
132471747		132447023
132471751		132446352
132471622		132446806
132472393		132446148
132471866		132446141
132472213		132446142
132471718		132446138
132471980		132446112
132472493		132446116
132472554		132446119
132472553		132446048
132472516		132446199
132472549		132446126
132471986		132447098
132472109		132446259
132471582		132446057
132471577		132446054
132472538		132446051
132472539		132446120
132471717		132446813
132472407		132446023
132471790		132446251
132472239		132446646
132472240		132446254
132472238		132446819
132471829		132446418
132472013		132446415
132471714		132446012
132471634		132446131
132471633		132446194
132472281		132446193
132472280		132446097
132472077		132446098
132472408		132446470
132472235		132446467
132472233		132446222
132471774		132447095
132471782		132446246
132472294		132447029
132472290		132446197
132472302		132446319
132472289		132446019
132472288		132446511
132472291		132446492
132472299		132446490
132471640		132446526
132471641		132446488
132471645		132446315
132471642		132446276
132472006		132447515
132471854		132447766
132472304		132447600
132472285		132447288
132471834		132447358
132472480		132447359
132472477		132447270
132472479		132447268
132472266		132447754
132472073		132447492
132471771		132447489
132472667		132447490
132471772		132447294
132471607		132448089
132471814		132447504
132471492		132447503
132472314		132447502
132472329		132447309
132472611		132447541
132472618		132447999
132472419		132447835
132472019		132448001
132471850		132447528
132472170		132447527
132471518		132447526
132471500		132447524
132472060		132447830
132471503		132447544
132471508		132447858
132471511		132448002
132471513		132447365
132471585		132448005
132471632		132447938
132472363		132447917
132472039		132447943
132471662		132447944
132472152		132447930
132471569		132447373
132472656		132447561
132472607		132447564
132471864		132447885
132471535		132447890
132471537		132447892
132472638		132447290
132472649		132447343
132472643		132447301
132471681		132447284
132472637		132447531
132472259		132447386
132472258		132447414
132472009		132447401
132471617		132447397
132472337		132447430
132471556		132447410
132471805		132447450
132471807		132447331
132471561		132447428
132471798		132447423
132472219		132448016
132472218		132447416
132471543		132447456
132472227		132447429
132472229		132447399
132471652		132447357
132471831		132447439
132471580		132447285
132471533		132447684
132471595		132448022
132472255		132447649
132472256		132447642
132472040		132447656
132471823		132447626
132471540		132447655
132472559		132447643
132471653		132447652
132472224		132447624
132471739		132447645
132471778		132447629
132472097		132447646
132471846		132447614
132471970		132447625
132471827		132447382
132471704		132447376
132471710		132447896
132471702		132447724
132471700		132447303
132471698		132447548
132471959		132447551
132472414		132447697
132472247		132447712
132471480		132447711
132471481		132447695
132471477		132447714
132471602		132447385
132471601		132447768
132471960		132447793
132471520		132447798
132472500		132447816
132471787		132447477
132472063		132447475
132472062		132447813
132471590		132447510
132471589		132447782
132471591		132448037
132471792		132447804
132472545		132447812
132472547		132447796
132472036		132447278
132472035		132447580
132472034		132447511
132471684		132447665
132472114		132447733
132472115		132447310
132472119		132447396
132472027		132447909
132471852		132447250
132472010		132447355
132471990		132447589
132472461		132447588
132472435		132447592
132472434		132447374
132471743		132447375
132472677		132448052
132472191		132447955
132472201		132447974
132472199		132447972
132472206		132447963
132472193		132447965
132471573		132447968
132471776		132447254
132472354		132447262
132472530		132447392
132471552		132447259
132471679		132447296
132472556		132447763
132472557		132447498
132471982		132448058
132472046		132448059
132472049		132447312
132471828		132447863
132471835		132448063
132472629		132447871
132472451		132447869
132472341		132447861
132472016		132447872
132472017		132447323
132471620		132447297
132472472		132449214
132471621		132449221
132472052		132449227
132471758		132448596
132472583		132448212
132471966		132448185
132472501		132448955
132472581		132448957
132472589		132448947
132472333		132448948
132472578		132448963
132472573		132448493
132472584		132448564
132472588		132448498
132472576		132448501
132472580		132448504
132472763		132448549
132472922		132448432
132472892		132448431
132473191		132449019
132472907		132448373
132473148		132449189
132473152		132448362
132473047		132448271
132473045		132448278
132473811		132448331
132473383		132448540
132472917		132449013
132473742		132449015
132473740		132448769
132472998		132448899
132473169		132449115
132473746		132449114
132472990		132448611
132472991		132448606
132473501		132448270
132473510		132448411
132473509		132448697
132473506		132449210
132473500		132449101
132473502		132449207
132473225		132448559
132473766		132449178
132472712		132449110
132472714		132448726
132472880		132448336
132472861		132448340
132473773		132448379
132473774		132448906
132473249		132448729
132473128		132449199
132473795		132448164
132473603		132448169
132473799		132448171
132473810		132448665
132473789		132448908
132473807		132448491
132472755		132448376
132472753		132448880
132472752		132448291
132472845		132449127
132472842		132449120
132472839		132449131
132472841		132448567
132472835		132448144
132472832		132448136
132473003		132448140
132473002		132448147
132473005		132448139
132473145		132448449
132473785		132448991
132473784		132449001
132472721		132448992
132473610		132448981
132473022		132448982
132472822		132448983
132472819		132448988
132473018		132448615
132473275		132448996
132473299		132448651
132473614		132448790
132473305		132448930
132473300		132448978
132473295		132448509
132473256		132448845
132473290		132448589
132473307		132448399
132473267		132449008
132473304		132449007
132473281		132448238
132473288		132448239
132473273		132448241
132473264		132448844
132473294		132448841
132473298		132449081
132473308		132449083
132473131		132449085
132473440		132448301
132473431		132449152
132473621		132448690
132473627		132448751
132472826		132448447
132473628		132448646
132473538		132448648
132473730		132448683
132473217		132448181
132473179		132448445
132473087		132448443
132473000		132448682
132473202		132449168
132473204		132449166
132473183		132449164
132473405		132449160
132473403		132448795
132473062		132448836
132473043		132448838
132473044		132448297
132473091		132448404
132472711		132448402
132473683		132448410
132473079		132448894
132473633		132448895
132473636		132448348
132472871		132448279
132473637		132448207
132472872		132448209
132473814		132448715
132472927		132448155
132472926		132448352
132473178		132448578
132473641		132448695
132472719		132448315
132473210		132449202
132473206		132448317
132472781		132448600
132473160		132448229
132472812		132448763
132472810		132448822
132472811		132448742
132472962		132448389
132473420		132448320
132473219		132448787
132473221		132448860
132473223		132448657
132473222		132448347
132473782		132448533
132473548		132449182
132473545		132448890
132472930		132448416
132473557		132448220
132473542		132448281
132472864		132448414
132473581		132449184
132473583		132448703
132473563		132448191
132473570		132448266
132473569		132449063
132473546		132449050
132473567		132449059
132473650		132449053
132472794		132449057
132472793		132448201
132473081		132448467
132473651		132448328
132473247		132448329
132473244		132448569
132473353		132448573
132473014		132448365
132472802		132448427
132472799		132448476
132473819		132448159
132473235		132449533
132472790		132450160
132472804		132450159
132473138		132450154
132473170		132450141
132472776		132450153
132472777		132450143
132473006		132449393
132473121		132449392
132473123		132449619
132473146		132449606
132472989		132449618
132473372		132449900
132473373		132449898
132473374		132450294
132473367		132450295
132472938		132449387
132473749		132449381
132472918		132449385
132472974		132449384
132473026		132450297
132473663		132449378
132473591		132450298
132473592		132450077
132473040		132449764
132473320		132449780
132472824		132450305
132473378		132449694
132472860		132450290
132473700		132450273
132473134		132450287
132473699		132450275
132473333		132450279
132473239		132449665
132473238		132449663
132472849		132449662
132472862		132450085
132473479		132449936
132473030		132450018
132473461		132450443
132472768		132450182
132472767		132449831
132472769		132450400
132473489		132449695
132473049		132449796
132473718		132449712
132473714		132449894
132472903		132449889
132473744		132450014
132472856		132449890
132473715		132449891
132473042		132450313
132472900		132449641
132472897		132450041
132472980		132450096
132472977		132449682
132472979		132450315
132472687		132449867
132472691		132449560
132473063		132449699
132472692		132450317
132472694		132450318
132472696		132450359
132472685		132449726
132473756		132449581
132473755		132449580
132473356		132449671
132473090		132450375
132473514		132450376
132473518		132449632
132472774		132450448
132473048		132450215
132473252		132450230
132473061		132450231
132475137		132450213
132475136		132450212
132474438		132450204
132474380		132450218
132474596		132449466
132474452		132449821
132474447		132449944
132475254		132449943
132474213		132449723
132474758		132449852
132475202		132449555
132475199		132449782
132474208		132449485
132474064		132449739
132474065		132450179
132474072		132450181
132474060		132449952
132474357		132449954
132474352		132449690
132474356		132449693
132474202		132449930
132474203		132450326
132474616		132449454
132474206		132449478
132474192		132449442
132473960		132449494
132474424		132449425
132474418		132450337
132475113		132450415
132475117		132449499
132475110		132449501
132474625		132449449
132474623		132450091
132475373		132449435
132474620		132449872
132474619		132449666
132475329		132450010
132475334		132450009
132475324		132449427
132475331		132449432
132474373		132449434
132474772		132450065
132474768		132449541
132474775		132449453
132474771		132449521
132474773		132449520
132474791		132449522
132474789		132449847
132474879		132449845
132474026		132449849
132474324		132449848
132474787		132449705
132475280		132450384
132474284		132450343
132473892		132450197
132473891		132450199
132474894		132449729
132474190		132449730
132474381		132450248
132474860		132449786
132474862		132449789
132474032		132449559
132474882		132450452
132474902		132449839
132474968		132449832
132474618		132449488
132474540		132449486
132474537		132449562
132474536		132449958
132474961		132449413
132474942		132449414
132474916		132450406
132474925		132449773
132474908		132449970
132474938		132449968
132474948		132449649
132474920		132449440
132474967		132449710
132474924		132450069
132474959		132449546
132474934		132450252
132474056		132449647
132474915		132449668
132474930		132450420
132474935		132450430
132474953		132450422
132474936		132450421
132474926		132449825
132474472		132449813
132474515		132449465
132474483		132449880
132474476		132449882
132474497		132449857
132474500		132450363
132474503		132449473
132474471		132449592
132474488		132450417
132474501		132449550
132473923		132449404
132474085		132450047
132474115		132450050
132474200		132450367
132474589		132449420
132474349		132449675
132474045		132449830
132474295		132450103
132474344		132450125
132475227		132449589
132474262		132449590
132474039		132450120
132474037		132449768
132475154		132449762
132474340		132450109
132474334		132450121
132474333		132450122
132474329		132450104
132473944		132449535
132474010		132449709
132474610		132449803
132474611		132449991
132474591		132449986
132474001		132449402
132474554		132450901
132474551		132450900
132474342		132450902
132475288		132451623
132474825		132451615
132474821		132451341
132475196		132451632
132474839		132451351
132474838		132451411
132474820		132451472
132474831		132451432
132474827		132451490
132474830		132451367
132473929		132451370
132475193		132451356
132473888		132451440
132474889		132451435
132474311		132451357
132475299		132451366
132475308		132451373
132475311		132451464
132474248		132451377
132474250		132451398
132474249		132451393
132475307		132451473
132475300		132451438
132474022		132451493
132474024		132451470
132474015		132451508
132474013		132451465
132474020		132451520
132475011		132451521
132474052		132451455
132474286		132451389
132473946		132451378
132474532		132451501
132474182		132451365
132474644		132451387
132474647		132451079
132474566		132450903
132474676		132451085
132474562		132451262
132474561		132451169
132473994		132451532
132475229		132450927
132474335		132450928
132474875		132451101
132475261		132451204
132475262		132451182
132474307		132451097
132473993		132451533
132474299		132451032
132474301		132451186
132474302		132451196
132474297		132451193
132474388		132451202
132474263		132451180
132474988		132450995
132474107		132451005
132473900		132451015
132473901		132450945
132474081		132450943
132474011		132451659
132474267		132450970
132474600		132451706
132474247		132450963
132474041		132451008
132473957		132451017
132474635		132451004
132474756		132451020
132474652		132451014
132475217		132451011
132475215		132451023
132474464		132450959
132474559		132451019
132474573		132450983
132475044		132451145
132474651		132450938
132474230		132451113
132474187		132451127
132474183		132451321
132474188		132451318
132473895		132451315
132473893		132451331
132475267		132451314
132475018		132450831
132474223		132450763
132474256		132450790
132474576		132450716
132475290		132450741
132475025		132450745
132475027		132450742
132474701		132450701
132474700		132450775
132474533		132450781
132474728		132450787
132474730		132450786
132474176		132450699
132474655		132450773
132474654		132450753
132474658		132450795
132474657		132450761
132474585		132450711
132474393		132450696
132474034		132450735
132474582		132450784
132474257		132450917
132474414		132450689
132474459		132451717
132474246		132451719
132474244		132450814
132474239		132450813
132474545		132451083
132474445		132451213
132473976		132451131
132473975		132451043
132473917		132451610
132474711		132451161
132474705		132450879
132474708		132451548
132474712		132450884
132473995		132450821
132475059		132451033
132475077		132451640
132475056		132451643
132475076		132451741
132473980		132451730
132473897		132451728
132474166		132451102
132474116		132451694
132474892		132451726
132474158		132451689
132474126		132451690
132474127		132451040
132474135		132451242
132474174		132451277
132474124		132451714
132474144		132451716
132474139		132451595
132473879		132451667
132474151		132451594
132445489		132451593
132475899		132451684
132475761		132451682
132445617		132451343
132445618		132450672
132445698		132451577
132475746		132451275
132475785		132451051
132475406		132451062
132475405		132450655
132475453		132451600
132475670		132451557
132475673		132451550
132475671		132450911
132445511		132451288
132475523		132451297
132475526		132451292
132445536		132451772
132445529		132450687
132445538		132451233
132445500		132450918
132445555		132451710
132445551		132451713
132445562		132450633
132445527		132450663
132445541		132451054
132445503		132451303
132445708		132450674
132445552		132451092
132445518		132450869
132445512		132450867
132445506		132450848
132445499		132450845
132445751		132450849
132445650		132450637
132445589		132450638
132475691		132451075
132445712		132451074
132445433		132451071
132475656		132450648
132475589		132451606
132475570		132450940
132475615		132450811
132475528		132450810
132475608		132451114
132475598		132450829
132475610		132451663
132475627		132451662
132475586		132451135
132445724		132451134
132475580		132451137
132475572		132451740
132475579		132451232
132475617		132450694
132475556		132452074
132475560		132452078
132475592		132452290
132475603		132452090
132445816		132452439
132445818		132452169
132475575		132452194
132475624		132452186
132475535		132452193
132445731		132452705
132445732		132452380
132475543		132452212
132475620		132452611
132475599		132452151
132445734		132452144
132475561		132452142
132475622		132452056
132475607		132452681
132475557		132452709
132475529		132452708
132475591		132452139
132475701		132452412
132445738		132452674
132475813		132452450
132475846		132452244
132475819		132452881
132475838		132452260
132475823		132452483
132475808		132452479
132475864		132452597
132475826		132452563
132475855		132452289
132475844		132452898
132475865		132452398
132475834		132452999
132445741		132452899
132475851		132452207
132475859		132452900
132475794		132452865
132475814		132452867
132475843		132452862
132475831		132452488
132475852		132452161
132475817		132452285
132475822		132452372
132475854		132452623
132475800		132452451
132475793		132452915
132475825		132452292
132445743		132452326
132475684		132452343
132475688		132452421
132445662		132452699
132475452		132452060
132475450		132452996
132445665		132452175
132445677		132452233
132445675		132452238
132445669		132452239
132445674		132452572
132445670		132452823
132445661		132452068
132445576		132452105
132475771		132452107
132475768		132452794
132445484		132452305
132475440		132452927
132475679		132452929
132475507		132452118
132475659		132453002
132475693		132452410
132475411		132452931
132475485		132452993
132475478		132452333
132475700		132452935
132445603		132452330
132445602		132452980
132475410		132452983
132475873		132452301
132475874		132452058
132445747		132452059
132475872		132452130
132445468		132452315
132445748		132452311
132445457		132452694
132475473		132452692
132475442		132452269
132475445		132452851
132475699		132452725
132475403		132452371
132445568		132452580
132445654		132452443
132475880		132452416
132445759		132452414
132475721		132452490
132475728		132452800
132475727		132452952
132475723		132452491
132445789		132452669
132445794		132452776
132475719		132452744
132475496		132452742
132475494		132452754
132475497		132452763
132445765		132452463
132475712		132452466
132475715		132452467
132475711		132452254
132475706		132452633
132445574		132452638
132475916		132452643
132475920		132452634
132475952		132452955
132475910		132452552
132475939		132452549
132475942		132452544
132475950		132452199
132475947		132452957
132475927		132452065
132475465		132452961
132475929		132452136
132475914		132452967
132475934		132452270
132475922		132452968
132475933		132452821
132475946		132452970
132445774		132452274
132475925		132452273
132475941		132452437
132475905		132452100
132475906		132465229
132445688		132474221
132445775		
132445776		
132475668		
132475666		
132475437		
132475430		
132445779		
132475431		
132475417		
132475466		
132475902		
132475740		
132445784		
132475517		
132475762		
132475421		
132445635		
132445564		
132445696		
132475739		
132445625		
132445583		
132475472		
132475743		
132475522		
132445431		
132475498		
132475503		
132475504		
132446189		
132447086		
132447088		
132446561		
132446558		
132446727		
132446230		
132445970		
132446603		
132446604		
132446600		
132446606		
132447053		
132447080		
132447057		
132447051		
132447052		
132447050		
132447068		
132447061		
132446751		
132447036		
132446842		
132446913		
132446958		
132446845		
132446869		
132446851		
132446900		
132446860		
132446857		
132446855		
132446888		
132446923		
132446969		
132446868		
132446964		
132446847		
132446951		
132446963		
132446974		
132446761		
132446971		
132446875		
132446929		
132446889		
132446952		
132446930		
132446907		
132446877		
132446768		
132446985		
132446956		
132446970		
132446883		
132446916		
132446750		
132446746		
132446732		
132445972		
132445973		
132446738		
132446771		
132446740		
132446774		
132446342		
132446073		
132446058		
132446066		
132446061		
132446064		
132446070		
132446337		
132446292		
132446822		
132445996		
132446160		
132446155		
132446153		
132446365		
132446786		
132447046		
132446330		
132446334		
132446333		
132446608		
132446610		
132446611		
132446609		
132446340		
132446781		
132446281		
132446300		
132446380		
132446782		
132446282		
132446691		
132446697		
132446696		
132446448		
132446451		
132446454		
132446836		
132446784		
132446398		
132446402		
132446345		
132446003		
132446005		
132446249		
132446196		
132446000		
132446273		
132446274		
132446542		
132446627		
132446630		
132446277		
132446310		
132445980		
132446434		
132446100		
132446110		
132446106		
132446132		
132446215		
132446087		
132446304		
132446262		
132446144		
132446287		
132446311		
132446129		
132446793		
132445998		
132446794		
132445956		
132446592		
132446587		
132446717		
132446233		
132446238		
132446577		
132446591		
132446593		
132446082		
132446679		
132446036		
132446037		
132446034		
132445990		
132446574		
132446573		
132446176		
132446016		
132446639		
132445985		
132446210		
132446619		
132446620		
132446624		
132446018		
132446017		
132446027		
132446025		
132446243		
132446244		
132445978		
132446802		
132447040		
132446200		
132447091		
132445987		
132446358		
132446077		
132446079		
132446078		
132446687		
132446668		
132447018		
132447023		
132447015		
132447016		
132446547		
132446148		
132446135		
132446141		
132446142		
132446138		
132446208		
132446302		
132446650		
132446652		
132446175		
132446117		
132446112		
132446119		
132446809		
132446706		
132446048		
132446199		
132446198		
132446127		
132446126		
132447098		
132446259		
132446057		
132446051		
132446120		
132446050		
132446255		
132446646		
132446815		
132446819		
132446039		
132446418		
132446417		
132446194		
132446193		
132446097		
132446098		
132446128		
132446469		
132446222		
132446225		
132446246		
132446045		
132447029		
132446322		
132447048		
132446511		
132446439		
132446490		
132446483		
132446526		
132446305		
132446497		
132447515		
132447766		
132447764		
132447600		
132447288		
132447981		
132447366		
132447532		
132447270		
132447268		
132447994		
132447673		
132447674		
132447997		
132447486		
132447487		
132447488		
132447294		
132448089		
132447388		
132447499		
132447504		
132447501		
132447999		
132447506		
132447835		
132448001		
132447525		
132447528		
132447527		
132447526		
132447524		
132447829		
132447544		
132447520		
132447859		
132448002		
132448005		
132447920		
132447917		
132447943		
132447935		
132447927		
132447944		
132447930		
132447495		
132447469		
132447356		
132447564		
132447885		
132447891		
132447887		
132447902		
132447290		
132447343		
132447301		
132447284		
132447517		
132447531		
132447513		
132447401		
132447410		
132447425		
132447331		
132447405		
132447428		
132447437		
132447416		
132447434		
132447402		
132447452		
132447610		
132447357		
132447447		
132447286		
132447285		
132447682		
132447683		
132447658		
132447616		
132447649		
132447642		
132448023		
132447617		
132447634		
132447652		
132447645		
132447629		
132447623		
132447644		
132447654		
132447638		
132448026		
132447332		
132447382		
132447380		
132447381		
132447518		
132447308		
132447571		
132447574		
132448009		
132447723		
132447724		
132447548		
132447549		
132447547		
132447551		
132447552		
132447746		
132447697		
132447707		
132447698		
132447709		
132447712		
132447702		
132447695		
132447319		
132447714		
132447715		
132448071		
132448072		
132447727		
132447385		
132447768		
132447326		
132447797		
132447793		
132447798		
132447810		
132447816		
132447791		
132447811		
132447480		
132447478		
132447482		
132447475		
132447757		
132447756		
132447813		
132447510		
132447785		
132447782		
132447787		
132447800		
132447812		
132447795		
132448038		
132447796		
132447805		
132447278		
132447279		
132447271		
132447576		
132447580		
132447511		
132448084		
132447666		
132447665		
132447738		
132447734		
132447317		
132447310		
132447909		
132447347		
132447514		
132447589		
132447592		
132447594		
132447375		
132447321		
132447948		
132447972		
132447951		
132447963		
132447969		
132447258		
132447254		
132447392		
132447759		
132447762		
132447761		
132447312		
132447870		
132447871		
132447360		
132448067		
132447367		
132449216		
132449211		
132449227		
132449217		
132448955		
132448961		
132448493		
132449095		
132448583		
132448581		
132448204		
132448481		
132448300		
132448502		
132448504		
132448495		
132448669		
132448432		
132448431		
132449019		
132449192		
132448438		
132448271		
132448278		
132448331		
132448858		
132448203		
132448540		
132449013		
132449015		
132448769		
132448899		
132449111		
132449118		
132448125		
132449205		
132449206		
132448604		
132448608		
132448607		
132448602		
132448609		
132448267		
132448270		
132448632		
132449156		
132448697		
132449209		
132448653		
132449101		
132449107		
132448726		
132448335		
132448334		
132448333		
132448336		
132448340		
132448379		
132448729		
132448169		
132448173		
132448162		
132448518		
132448519		
132448880		
132448488		
132449120		
132449131		
132448567		
132448144		
132448133		
132448136		
132448923		
132448535		
132448140		
132448147		
132448139		
132448449		
132448997		
132448994		
132448982		
132448988		
132448615		
132448265		
132448651		
132448793		
132448928		
132448513		
132448510		
132448589		
132449008		
132449007		
132448233		
132448240		
132448235		
132448238		
132448239		
132448245		
132448241		
132448616		
132448242		
132448710		
132449047		
132448841		
132448913		
132449081		
132449069		
132449083		
132449085		
132449077		
132449071		
132448301		
132449079		
132448465		
132448452		
132448686		
132448690		
132448304		
132448749		
132448458		
132448646		
132448649		
132448648		
132448306		
132448681		
132448524		
132448180		
132448445		
132448443		
132448460		
132448682		
132448593		
132448480		
132448310		
132448259		
132448423		
132449165		
132449167		
132448798		
132448836		
132448837		
132448835		
132448313		
132448412		
132448408		
132448406		
132448410		
132448894		
132448895		
132448207		
132448717		
132448558		
132448381		
132448490		
132448695		
132448317		
132448600		
132448763		
132448821		
132448742		
132448743		
132448676		
132448673		
132448454		
132448320		
132448321		
132448787		
132448322		
132448657		
132448891		
132448416		
132448361		
132448223		
132448326		
132448414		
132448620		
132449184		
132448371		
132448428		
132448703		
132448661		
132448614		
132448193		
132448199		
132449051		
132449058		
132449055		
132449064		
132449061		
132449052		
132449053		
132448327		
132449057		
132449025		
132448973		
132448400		
132448570		
132448571		
132448573		
132448365		
132448366		
132448477		
132448474		
132448476		
132448159		
132449533		
132450262		
132450144		
132450152		
132450143		
132449393		
132449392		
132449610		
132449618		
132449900		
132449903		
132449784		
132449379		
132450294		
132450295		
132449387		
132449385		
132449384		
132450297		
132449378		
132450077		
132449598		
132449538		
132450306		
132449605		
132449604		
132450409		
132450411		
132449694		
132449567		
132450307		
132450290		
132450285		
132450084		
132450085		
132449639		
132449936		
132450019		
132450033		
132450021		
132449704		
132450022		
132450182		
132449462		
132449460		
132449531		
132449532		
132449695		
132449796		
132449712		
132449894		
132449888		
132450014		
132449893		
132449719		
132449720		
132450313		
132449641		
132450331		
132450041		
132450096		
132449869		
132449560		
132449697		
132449698		
132449700		
132449699		
132450317		
132450361		
132450359		
132449726		
132449582		
132449580		
132449671		
132449754		
132450374		
132449637		
132449632		
132449635		
132449482		
132450446		
132450232		
132450201		
132450233		
132450230		
132450231		
132450228		
132450204		
132450219		
132450207		
132450227		
132450226		
132449466		
132449467		
132449716		
132449947		
132449944		
132450088		
132449907		
132450045		
132450044		
132450046		
132449555		
132450403		
132449737		
132449739		
132450181		
132449686		
132449690		
132449692		
132449693		
132449932		
132449931		
132449512		
132449480		
132450176		
132450175		
132450170		
132450171		
132449455		
132449441		
132449911		
132449422		
132450337		
132449543		
132449497		
132449495		
132449499		
132449501		
132449655		
132449656		
132450091		
132450339		
132449872		
132449666		
132450006		
132450010		
132450008		
132450340		
132449426		
132449432		
132449429		
132449434		
132450066		
132450062		
132449541		
132449453		
132449521		
132449520		
132449847		
132449849		
132449851		
132449705		
132450052		
132450053		
132450384		
132449472		
132450199		
132449730		
132450248		
132449786		
132449790		
132449789		
132450397		
132449834		
132449839		
132449837		
132449832		
132449488		
132449486		
132449562		
132449959		
132449863		
132450186		
132450188		
132449566		
132449438		
132449440		
132449710		
132450353		
132449546		
132450252		
132449647		
132449668		
132450431		
132450420		
132450192		
132449653		
132449813		
132449464		
132449818		
132449879		
132449674		
132449857		
132449966		
132450362		
132449964		
132450364		
132449473		
132449677		
132449591		
132449756		
132449513		
132449763		
132449684		
132449550		
132449405		
132450047		
132450049		
132450367		
132449707		
132450189		
132450195		
132450193		
132450194		
132449769		
132449420		
132449675		
132449830		
132450106		
132450103		
132449590		
